scenario,region,param,class,class2,x,value
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,commercial other,NA,2050,0.057680739999999994
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2015,0.036138802000000005
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2020,0.04136295364
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2025,0.04077501799
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2030,0.0383960734
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2035,0.03630540417
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2040,0.034352503069
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2045,0.032432274542
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential ACMV,NA,2050,0.030758661457
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2015,0.33997142560000004
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2020,0.3902751515
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2025,0.375374794
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2030,0.39336245200000003
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2035,0.359369646
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2040,0.2744951382
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2045,0.21059416135
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential cooking,NA,2050,0.1665196388
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2015,0.025848596260000002
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2020,0.01973383048
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2025,0.02240377432
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2030,0.01631527064
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2035,0.0094762714
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2040,0.010193725700000001
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2045,0.0108350593
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential lighting,NA,2050,0.0113586573
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2015,0.0716489773
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2020,0.0807603030575
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2025,0.08869599752323999
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2030,0.09400060367311
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2035,0.09732960812989
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2040,0.09853507747161
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2045,0.09985556059034
CN2050,All of Thailand,energyFinalSubsecBySectorBuildEJ,residential other,NA,2050,0.10039787606158
CN2050,All of Thailand,gdp,class1,NA,2015,487.02987
CN2050,All of Thailand,gdp,class1,NA,2020,558.30728
CN2050,All of Thailand,gdp,class1,NA,2025,604.72592
CN2050,All of Thailand,gdp,class1,NA,2030,706.66271
CN2050,All of Thailand,gdp,class1,NA,2035,819.26999
CN2050,All of Thailand,gdp,class1,NA,2040,936.4573
CN2050,All of Thailand,gdp,class1,NA,2045,1070.9419
CN2050,All of Thailand,gdp,class1,NA,2050,1223.8212
CN2050,All of Thailand,gdpPerCapita,class1,NA,2015,33.72929
CN2050,All of Thailand,gdpPerCapita,class1,NA,2020,37.246230000000004
CN2050,All of Thailand,gdpPerCapita,class1,NA,2025,41.00353
CN2050,All of Thailand,gdpPerCapita,class1,NA,2030,45.70558
CN2050,All of Thailand,gdpPerCapita,class1,NA,2035,50.91382
CN2050,All of Thailand,gdpPerCapita,class1,NA,2040,57.10935
CN2050,All of Thailand,gdpPerCapita,class1,NA,2045,64.8791
CN2050,All of Thailand,gdpPerCapita,class1,NA,2050,73.37461
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2025,3.1282736000000003e-4
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2030,0.00124771216
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2035,0.00260898108
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2040,0.00402301225
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2045,0.005378975577
CN2050,All of Thailand,Industry_CCS,coal CCS,NA,2050,0.006847831687999999
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2025,0.001790255
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2030,0.009432798
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2035,0.027796694
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2040,0.055263539
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2045,0.0795871551
CN2050,All of Thailand,Industry_CCS,gas CCS,NA,2050,0.0994821816
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2025,0.0017310810000000002
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2030,0.008510845
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2035,0.022721194
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2040,0.043391383
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2045,0.0601513707
CN2050,All of Thailand,Industry_CCS,liquids CCS,NA,2050,0.0782608289
CN2050,All of Thailand,pop,class1,NA,2015,131.458
CN2050,All of Thailand,pop,class1,NA,2020,132.373
CN2050,All of Thailand,pop,class1,NA,2025,133.635
CN2050,All of Thailand,pop,class1,NA,2030,134.35
CN2050,All of Thailand,pop,class1,NA,2035,133.814
CN2050,All of Thailand,pop,class1,NA,2040,131.709
CN2050,All of Thailand,pop,class1,NA,2045,128.903
CN2050,All of Thailand,pop,class1,NA,2050,125.604
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2015,0.19996419999999998
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2020,0.22385512500000002
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2025,0.1960870778
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2030,0.16750143039999998
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2035,0.1427299615
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2040,0.12118779190000001
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2045,0.1024682051
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,ACMV (electricity),NA,2050,0.0860462533
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2015,0.0018903231
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2020,0.0025264075
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2025,0.003534079
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2030,0.0035096618
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2035,0.0038751361
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2040,0.005679653
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2045,0.009657786
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (electricity),NA,2050,0.019094976
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2015,0.013328114
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2020,0.014401023
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2025,0.015195404
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2030,0.016509471
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2035,0.017690788
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2040,0.017255534
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2045,0.014751165
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,cooking (refined liquids),NA,2050,0.006861692
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2015,0.6149834000000001
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2020,0.6922652
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2025,0.7712969000000001
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2030,0.8291771
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2035,0.8930327
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2040,0.9560988
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2045,1.0181483
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,lighting (electricity),NA,2050,1.073076
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2015,0.0385884
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2020,0.042407075
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2025,0.046213037
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2030,0.049609486
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2035,0.05283264
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2040,0.05604307
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2045,0.059198100000000003
CN2050,All of Thailand,serviceOutputByTechBuildingsComm,other (electricity),NA,2050,0.06217979
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2015,0.6140046962
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2020,0.7028959028999999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2025,0.7794074893499999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2030,0.83674945849
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2035,0.8942320728200001
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2040,0.9508892959600002
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2045,1.00405449683
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,ACMV (electricity),NA,2050,1.050224304564
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2015,0.0135082846
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2020,0.017485601
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2025,0.022266435900000003
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2030,0.028973884199999998
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2035,0.023010377800000002
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2040,0.010844782669999999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2045,0.002699103831
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (biomass),NA,2050,2.4894562e-4
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2015,0.0044620596
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2020,0.005836136699999999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2025,0.0098683999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2030,0.0102478721
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2035,0.013337037000000001
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2040,0.023901363
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2045,0.043508924
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (electricity),NA,2050,0.079906914
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2015,0.026180541
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2020,0.027835870000000002
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2025,0.034323195
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2030,0.038844316000000004
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2035,0.047938459
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2040,0.055518673000000004
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2045,0.050275573
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (refined liquids),NA,2050,0.021901281
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (traditional biomass),NA,2015,0.013332476999999999
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (traditional biomass),NA,2020,0.013783483000000001
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,cooking (traditional biomass),NA,2025,0.0056313631
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2015,0.18699227
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2020,0.22313117200000002
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2025,0.251848768
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2030,0.2715778886
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2035,0.28766193
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2040,0.31330793
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2045,0.33712926000000004
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,lighting (electricity),NA,2050,0.3577298
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2015,0.1266284
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2020,0.138897119429
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2025,0.135329478421
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2030,0.125737863817
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2035,0.113113505104
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2040,0.1015135673515
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2045,0.088703380811
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (electricity),NA,2050,0.08694841171
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2020,0.0066155775
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2025,0.00826794424
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2030,0.013214595110000001
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2035,0.02078347089
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2040,0.02772139561
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2045,0.03620104734
CN2050,All of Thailand,serviceOutputByTechBuildingsResid,other (solar),NA,2050,0.03390603158
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2015,717.2235000000001
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2020,771.3845
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2025,2388.697186286
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2030,20819.0521537006
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2035,89076.7733930769
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2040,207718.22959649432
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2045,277617.0621479
CN2050,All of Thailand,transportFreightVMTByFuel,electricity,NA,2050,345366.47956
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2025,994.8979606
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2030,7457.150898394
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2035,17872.4825038444
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2040,17923.695402469304
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2045,15523.746394704
CN2050,All of Thailand,transportFreightVMTByFuel,hydrogen,NA,2050,15925.157509801998
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2015,157374.5872
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2020,171260.8531
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2025,179697.0109
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2030,173522.342
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2035,126524.29719
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2040,48333.053139999996
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2045,20978.566907
CN2050,All of Thailand,transportFreightVMTByFuel,liquids,NA,2050,1011.6352736800001
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2015,3842.052
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2020,3938.1315000000004
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2025,4078.71655
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2030,3779.742
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2035,3641.8423000000003
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2040,3084.63113
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2045,2885.12716
CN2050,All of Thailand,transportFreightVMTByTech,Rail,NA,2050,2604.67407
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2015,18688.732
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2020,18938.188
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2025,20319.4637
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2030,20338.713
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2035,21651.442334
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2040,16758.573070000002
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2045,13199.347619999999
CN2050,All of Thailand,transportFreightVMTByTech,Shipping,NA,2050,15698.377294
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2025,1523.7973662860002
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2030,19839.2930437006
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2035,87912.09250707692
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2040,206384.66610649432
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2045,274040.06074790005
CN2050,All of Thailand,transportFreightVMTByTech,truck (BEV),NA,2050,329553.68535
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2025,919.5817306
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2030,7195.020108394
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2035,17346.9015558444
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2040,17309.666792469303
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2045,14660.345524703998
CN2050,All of Thailand,transportFreightVMTByTech,truck (FCEV),NA,2050,14113.449409801999
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2015,135561.0267
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2020,149155.9181
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2025,156239.0467
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2030,150645.7769
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2035,102921.27438999999
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2040,30437.441039999998
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2045,9334.494397
CN2050,All of Thailand,transportFreightVMTByTech,truck (other),NA,2050,333.08621968000006
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2015,2002.9660000000001
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2020,3105.97481
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2025,121486.32011
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2030,413459.45601
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2035,441443.7018503
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2040,513851.539965
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2045,645625.262753
CN2050,All of Thailand,transportPassengerVMTByFuel,electricity,NA,2050,828355.4761900001
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2015,275304.38899999997
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2020,256230.26309999998
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2025,274505.0639
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2030,268401.7397
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2035,273693.76670000004
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2040,265017.09933
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2045,250734.88482
CN2050,All of Thailand,transportPassengerVMTByFuel,gas,NA,2050,213299.373697
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2020,2638.0713
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2025,4459.733567
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2030,6952.353193
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2035,9592.73532242
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2040,12760.072945599999
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2045,16803.4564763
CN2050,All of Thailand,transportPassengerVMTByFuel,hydrogen,NA,2050,24246.672502
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2015,1085609.81914
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2020,1144563.0338899998
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2025,1041716.15724
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2030,865167.1328400001
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2035,869564.898861
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2040,821202.055896
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2045,712173.07052
CN2050,All of Thailand,transportPassengerVMTByFuel,liquids,NA,2050,548101.61473
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2015,721027.48
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2020,761753.9016
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2025,799466.465
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2030,830621.1810000001
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2035,893753.54
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2040,923764.205
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2045,931531.9249999999
CN2050,All of Thailand,transportPassengerVMTByMode,Bus,NA,2050,915732.341
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2015,3679.6391399999998
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2020,4364.94737
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2025,5856.09377
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2030,7452.19057
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2035,9354.77387282
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2040,10482.683437000002
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2045,11551.5187028
CN2050,All of Thailand,transportPassengerVMTByMode,Domestic Aviation,NA,2050,14073.314283
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2015,622140.479
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2020,624328.69962
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2025,620431.326537
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2030,699651.243563
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2035,674851.6178609
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2040,662488.4528996
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2045,666639.3648665
CN2050,All of Thailand,transportPassengerVMTByMode,LDV,NA,2050,669488.248136
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2015,16069.576000000001
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2020,16089.79451
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2025,16413.38951
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2030,16256.06661
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2035,16335.171
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2040,16095.4268
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2045,15613.866
CN2050,All of Thailand,transportPassengerVMTByMode,Rail,NA,2050,14709.233699999999
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2015,3679.6391399999998
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2020,4364.94737
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2025,5856.09377
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2030,7452.19057
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2035,9354.77387282
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2040,10482.683437000002
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2045,11551.5187028
CN2050,All of Thailand,transportPassengerVMTByTech,Airplane,NA,2050,14073.314283
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2020,1010.5803000000001
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2025,7380.139999999999
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2030,15677.192
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2035,33454.289
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2040,67668.56999999999
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2045,127140.87
CN2050,All of Thailand,transportPassengerVMTByTech,bus (BEV),NA,2050,236404.22
CN2050,All of Thailand,transportPassengerVMTByTech,bus (FCEV),NA,2020,2638.0713
CN2050,All of Thailand,transportPassengerVMTByTech,bus (FCEV),NA,2025,4366.535
