"year","region","value"
2021,"Bangkok",0.947452503996929
2022,"Bangkok",0.989191788575941
2023,"Bangkok",1.00892569235376
2024,"Bangkok",1.02924994829099
2025,"Bangkok",1.0501578004208
2026,"Bangkok",1.07167518748128
2027,"Bangkok",1.09381682080736
2028,"Bangkok",1.11659317912191
2029,"Bangkok",1.14000976170943
2030,"Bangkok",1.16406720176473
2031,"Bangkok",1.18876350613263
2032,"Bangkok",1.21409689270522
2033,"Bangkok",1.23255341802892
2034,"Bangkok",1.25914849174855
2035,"Bangkok",1.2788403288411
2036,"Bangkok",1.30676673332866
2037,"Bangkok",1.32780431711328
2038,"Bangkok",1.35723733297105
2039,"Bangkok",1.37982700526564
2040,"Bangkok",1.40326499885609
2041,"Bangkok",1.42484283458191
2042,"Bangkok",1.44657966517603
2043,"Bangkok",1.46847646043464
2044,"Bangkok",1.49053418784465
2045,"Bangkok",1.51300897283531
2046,"Bangkok",1.53604789391586
2047,"Bangkok",1.55966243984299
2048,"Bangkok",1.57582136330121
2049,"Bangkok",1.60056689350863
2050,"Bangkok",1.61777638127848
2051,"Bangkok",1.64366702222592
2052,"Bangkok",1.66193042698349
2053,"Bangkok",1.68896750068715
2054,"Bangkok",1.70826212265166
2055,"Bangkok",1.73641775638129
2056,"Bangkok",1.75670743850384
2057,"Bangkok",1.77745321869864
2058,"Bangkok",1.80719491211375
2059,"Bangkok",1.82883545585828
2060,"Bangkok",1.85085101514316
2061,"Bangkok",1.88197560065942
2062,"Bangkok",1.90475366615942
2063,"Bangkok",1.92785508317451
2064,"Bangkok",1.96021312953492
2065,"Bangkok",1.98397624122499
2066,"Bangkok",2.00801263471638
2067,"Bangkok",2.03230598679202
2068,"Bangkok",2.05683595431775
2069,"Bangkok",2.0908734054038
2070,"Bangkok",2.11588333802832
2071,"Bangkok",2.14107666884466
2072,"Bangkok",2.16644848253171
2073,"Bangkok",2.19200365105515
2074,"Bangkok",2.21775653467107
2075,"Bangkok",2.24372029542711
2076,"Bangkok",2.2698953356195
2077,"Bangkok",2.2962840491046
2078,"Bangkok",2.32290736525678
2079,"Bangkok",2.3497942229049
2080,"Bangkok",2.37696844951133
2081,"Bangkok",2.40444165563264
2082,"Bangkok",2.43221806917798
2083,"Bangkok",2.46031007134797
2084,"Bangkok",2.47836020365948
2085,"Bangkok",2.5070386753227
2086,"Bangkok",2.53605610724353
2087,"Bangkok",2.56541047700807
2088,"Bangkok",2.59510057769822
2089,"Bangkok",2.61436065332262
2090,"Bangkok",2.64461665686881
2091,"Bangkok",2.67517652954001
2092,"Bangkok",2.7060211833321
2093,"Bangkok",2.72604513043713
2094,"Bangkok",2.75730157324479
2095,"Bangkok",2.77751242361374
2096,"Bangkok",2.80904318945541
2097,"Bangkok",2.84068697853071
2098,"Bangkok",2.86089804660869
2099,"Bangkok",2.89251603332425
2100,"Bangkok",2.91241308913033
2021,"Nonthaburi",0.266994875814626
2022,"Nonthaburi",0.272944298173976
2023,"Nonthaburi",0.278377444656439
2024,"Nonthaburi",0.283256335804792
2025,"Nonthaburi",0.288103626054973
2026,"Nonthaburi",0.293197384978335
2027,"Nonthaburi",0.298545998650256
2028,"Nonthaburi",0.303834221965146
2029,"Nonthaburi",0.308933924886232
2030,"Nonthaburi",0.314289087861966
2031,"Nonthaburi",0.319848249277978
2032,"Nonthaburi",0.325651487814876
2033,"Nonthaburi",0.331774378250975
2034,"Nonthaburi",0.338068607069414
2035,"Nonthaburi",0.344675212752773
2036,"Nonthaburi",0.358051268526631
2037,"Nonthaburi",0.371685150608653
2038,"Nonthaburi",0.385568077444632
2039,"Nonthaburi",0.39969038900654
2040,"Nonthaburi",0.414041627577833
2041,"Nonthaburi",0.433277843210852
