year,region,value
2074,Bangkok,1023583947153.9705
2074,Samut Prakan,138480711182.35013
2074,Nonthaburi,61919591934.4862
2074,Rest of Thailand,1805226138494.6162
2075,Thailand,3138261962760.978
2075,Bangkok,1060432969251.5134
2075,Samut Prakan,143466016784.91473
2075,Nonthaburi,64148697244.1277
2075,Rest of Thailand,1870214279480.422
2076,Thailand,3251239393420.3735
2076,Bangkok,1098608556144.568
2076,Samut Prakan,148630793389.17166
2076,Nonthaburi,66458050344.9163
2076,Rest of Thailand,1937541993541.7178
2077,Thailand,3368284011583.5073
2077,Bangkok,1138158464165.7725
2077,Samut Prakan,153981501951.18185
2077,Nonthaburi,68850540157.33328
2077,Rest of Thailand,2007293505309.2197
2078,Thailand,3489542236000.5137
2078,Bangkok,1179132168875.7402
2078,Samut Prakan,159524836021.4244
2078,Nonthaburi,71329159602.99728
2078,Rest of Thailand,2079556071500.352
2079,Thailand,3615165756496.532
2079,Bangkok,1221580926955.2668
2079,Samut Prakan,165267730118.19568
2079,Nonthaburi,73897009348.70518
2079,Rest of Thailand,2154420090074.3647
2080,Thailand,3745311723730.4077
2080,Bangkok,1265557840325.6565
2080,Samut Prakan,171217368402.4507
2080,Nonthaburi,76557301685.25858
2080,Rest of Thailand,2231979213317.0415
2081,Thailand,3880142945784.7026
2081,Bangkok,1311117922577.3801
2081,Samut Prakan,177381193664.93893
2081,Nonthaburi,79313364545.92789
2081,Rest of Thailand,2312330464996.4556
2082,Thailand,4019828091832.952
2082,Bangkok,1358318167790.1658
2082,Samut Prakan,183766916636.87674
2082,Nonthaburi,82168645669.5813
2082,Rest of Thailand,2395574361736.328
2083,Thailand,4164541903138.9385
2083,Bangkok,1407217621830.6118
2083,Samut Prakan,190382525635.80432
2083,Nonthaburi,85126716913.68623
2083,Rest of Thailand,2481815038758.8364
2084,Thailand,4314465411651.9404
2084,Bangkok,1457877456216.514
2084,Samut Prakan,197236296558.69327
2084,Nonthaburi,88191278722.57893
2084,Rest of Thailand,2571160380154.1543
2085,Thailand,4469786166471.41
2085,Bangkok,1510361044640.3083
2085,Samut Prakan,204336803234.80624
2085,Nonthaburi,91366164756.59178
2085,Rest of Thailand,2663722153839.7036
2086,Thailand,4630698468464.381
2086,Bangkok,1564734042247.3596
2086,Samut Prakan,211692928151.25928
2086,Nonthaburi,94655346687.82909
2086,Rest of Thailand,2759616151377.933
2087,Thailand,4797403613329.099
2087,Bangkok,1621064467768.2646
2087,Samut Prakan,219313873564.70462
2087,Nonthaburi,98062939168.59094
2087,Rest of Thailand,2858962332827.5386
2088,Thailand,4970110143408.946
2088,Bangkok,1679422788607.922
2088,Samut Prakan,227209173013.034
2088,Nonthaburi,101593204978.66022
2088,Rest of Thailand,2961884976809.33
2089,Thailand,5149034108571.669
2089,Bangkok,1739882008997.8074
2089,Samut Prakan,235388703241.50323
2089,Nonthaburi,105250560357.89198
2089,Rest of Thailand,3068512835974.466
2090,Thailand,5334399336480.249
2090,Bangkok,1802517761321.7285
2090,Samut Prakan,243862696558.19736
2090,Nonthaburi,109039580530.7761
2090,Rest of Thailand,3178979298069.5474
2091,Thailand,5526437712593.538
2091,Bangkok,1867408400729.3108
2091,Samut Prakan,252641753634.29248
2091,Nonthaburi,112965005429.88403
2091,Rest of Thailand,3293422552800.0513
2092,Thailand,5725389470246.905
2092,Bangkok,1934635103155.566
2092,Samut Prakan,261736856765.127
2092,Nonthaburi,117031745625.35986
2092,Rest of Thailand,3411985764700.8525
2093,Thailand,5931503491175.794
2093,Bangkok,2004281966869.1663
2093,Samut Prakan,271159383608.6716
2093,Nonthaburi,121244888467.87282
2093,Rest of Thailand,3534817252230.0835
2094,Thailand,6145037616858.123
2094,Bangkok,2076436117676.4563
2094,Samut Prakan,280921121418.5838
2094,Nonthaburi,125609704452.71625
2094,Rest of Thailand,3662070673310.3667
2095,Thailand,6366258971065.016
2095,Bangkok,2151187817912.8088
2095,Samut Prakan,291034281789.65283
2095,Nonthaburi,130131653813.01404
2095,Rest of Thailand,3793905217549.54
2096,Thailand,6595444294023.356
2096,Bangkok,2228630579357.67
2096,Samut Prakan,301511515934.0803
2096,Nonthaburi,134816393350.28255
2096,Rest of Thailand,3930485805381.323
2097,Thailand,6832880288608.197
2097,Bangkok,2308861280214.546
2097,Samut Prakan,312365930507.7072
2097,Nonthaburi,139669783510.89273
2097,Rest of Thailand,4071983294375.052
2098,Thailand,7078863978998.093
2098,Bangkok,2391980286302.2695
2098,Samut Prakan,323611104005.9847
2098,Nonthaburi,144697895717.28488
2098,Rest of Thailand,4218574692972.553
2099,Thailand,7333703082242.024
2099,Bangkok,2478091576609.1514
2099,Samut Prakan,335261103750.20013
2099,Nonthaburi,149907019963.10715
2099,Rest of Thailand,4370443381919.5654
2100,Thailand,7597716393202.737
2100,Bangkok,2567302873367.081
2100,Samut Prakan,347330503485.20734
2100,Nonthaburi,155303672681.77902
2100,Rest of Thailand,4527779343668.67
