"year","region","value"
2040,"Rest of Thailand",4.17e+11
2041,"Rest of Thailand",4.31e+11
2042,"Rest of Thailand",4.46e+11
2043,"Rest of Thailand",4.61e+11
2044,"Rest of Thailand",4.76e+11
2045,"Rest of Thailand",4.93e+11
2046,"Rest of Thailand",5.09e+11
2047,"Rest of Thailand",5.27e+11
2048,"Rest of Thailand",5.45e+11
2049,"Rest of Thailand",5.63e+11
2050,"Rest of Thailand",5.83e+11
2051,"Rest of Thailand",6.03e+11
2052,"Rest of Thailand",6.23e+11
2053,"Rest of Thailand",6.44e+11
2054,"Rest of Thailand",6.65e+11
2055,"Rest of Thailand",6.87e+11
2056,"Rest of Thailand",7.09e+11
2057,"Rest of Thailand",7.32e+11
2058,"Rest of Thailand",7.55e+11
2059,"Rest of Thailand",7.79e+11
2060,"Rest of Thailand",8.03e+11
2061,"Rest of Thailand",8.27e+11
2062,"Rest of Thailand",8.52e+11
2063,"Rest of Thailand",8.78e+11
2064,"Rest of Thailand",9.04e+11
2065,"Rest of Thailand",9.3e+11
2066,"Rest of Thailand",9.57e+11
2067,"Rest of Thailand",9.84e+11
2068,"Rest of Thailand",1.01e+12
2069,"Rest of Thailand",1.04e+12
2070,"Rest of Thailand",1.07e+12
2071,"Rest of Thailand",1.1e+12
2072,"Rest of Thailand",1.13e+12
2073,"Rest of Thailand",1.16e+12
2074,"Rest of Thailand",1.19e+12
2075,"Rest of Thailand",1.22e+12
2076,"Rest of Thailand",1.25e+12
2077,"Rest of Thailand",1.28e+12
2078,"Rest of Thailand",1.32e+12
2079,"Rest of Thailand",1.35e+12
2080,"Rest of Thailand",1.38e+12
2081,"Rest of Thailand",1.42e+12
2082,"Rest of Thailand",1.45e+12
2083,"Rest of Thailand",1.49e+12
2084,"Rest of Thailand",1.52e+12
2085,"Rest of Thailand",1.56e+12
2086,"Rest of Thailand",1.59e+12
2087,"Rest of Thailand",1.63e+12
2088,"Rest of Thailand",1.66e+12
2089,"Rest of Thailand",1.69e+12
2090,"Rest of Thailand",1.72e+12
2091,"Rest of Thailand",1.75e+12
2092,"Rest of Thailand",1.77e+12
2093,"Rest of Thailand",1.79e+12
2094,"Rest of Thailand",1.81e+12
2095,"Rest of Thailand",1.83e+12
2096,"Rest of Thailand",1.84e+12
2097,"Rest of Thailand",1.86e+12
2098,"Rest of Thailand",1.86e+12
2099,"Rest of Thailand",1.87e+12
2100,"Rest of Thailand",1.87e+12
2021,"Thailand",3.61544e+11
2022,"Thailand",3.76006e+11
2023,"Thailand",3.89918e+11
2024,"Thailand",4.03175e+11
2025,"Thailand",4.1648e+11
2026,"Thailand",4.30224e+11
2027,"Thailand",4.44421e+11
2028,"Thailand",4.58598e+11
2029,"Thailand",4.7254e+11
2030,"Thailand",4.86905e+11
2031,"Thailand",5.01609e+11
2032,"Thailand",5.16708e+11
2033,"Thailand",5.32312e+11
2034,"Thailand",5.48175e+11
2035,"Thailand",5.64511e+11
2036,"Thailand",5.79809e+11
2037,"Thailand",5.95522e+11
2038,"Thailand",6.11661e+11
2039,"Thailand",6.28237e+11
2040,"Thailand",6.45262e+11
2041,"Thailand",6.62748e+11
2042,"Thailand",6.80709e+11
2043,"Thailand",6.99156e+11
2044,"Thailand",7.18103e+11
2045,"Thailand",7.37564e+11
2046,"Thailand",7.57552e+11
2047,"Thailand",7.78081e+11
2048,"Thailand",7.99167e+11
2049,"Thailand",8.20825e+11
2050,"Thailand",8.43069e+11
2051,"Thailand",8.65916e+11
2052,"Thailand",8.89207e+11
2053,"Thailand",9.12944e+11
2054,"Thailand",9.37129e+11
2055,"Thailand",9.61765e+11
2056,"Thailand",9.86853e+11
2057,"Thailand",1.0124e+12
2058,"Thailand",1.03839e+12
2059,"Thailand",1.06485e+12
2060,"Thailand",1.09176e+12
2061,"Thailand",1.11913e+12
2062,"Thailand",1.14697e+12
2063,"Thailand",1.17526e+12
2064,"Thailand",1.20401e+12
2065,"Thailand",1.23322e+12
2066,"Thailand",1.26288e+12
2067,"Thailand",1.29301e+12
2068,"Thailand",1.32359e+12
2069,"Thailand",1.35463e+12
2070,"Thailand",1.38612e+12
2071,"Thailand",1.41806e+12
2072,"Thailand",1.45044e+12
2073,"Thailand",1.48328e+12
2074,"Thailand",1.51655e+12
2075,"Thailand",1.55027e+12
2076,"Thailand",1.58442e+12
2077,"Thailand",1.619e+12
2078,"Thailand",1.65401e+12
2079,"Thailand",1.68944e+12
2080,"Thailand",1.72528e+12
2081,"Thailand",1.76154e+12
2082,"Thailand",1.7982e+12
2083,"Thailand",1.83526e+12
2084,"Thailand",1.87271e+12
2085,"Thailand",1.91054e+12
2086,"Thailand",1.94875e+12
2087,"Thailand",1.98526e+12
2088,"Thailand",2.01993e+12
2089,"Thailand",2.05266e+12
2090,"Thailand",2.08331e+12
2091,"Thailand",2.11178e+12
2092,"Thailand",2.13797e+12
2093,"Thailand",2.16177e+12
2094,"Thailand",2.1831e+12
2095,"Thailand",2.20187e+12
2096,"Thailand",2.21802e+12
2097,"Thailand",2.23148e+12
2098,"Thailand",2.24219e+12
2099,"Thailand",2.25011e+12
2100,"Thailand",2.25521e+12
1995,"Bangkok",77421299726
1996,"Bangkok",80796062295
1997,"Bangkok",62362982986
1998,"Bangkok",44971025476
1999,"Bangkok",50039642000
2000,"Bangkok",49869757895
2001,"Bangkok",47386736852
2002,"Bangkok",50330329848
2003,"Bangkok",54467984098
2004,"Bangkok",59905336906
2005,"Bangkok",63095330372
2006,"Bangkok",69080315860
2007,"Bangkok",82547234823
2008,"Bangkok",82348868981
2009,"Bangkok",78399395513
2010,"Bangkok",89091381945
2011,"Bangkok",98096617447
2012,"Bangkok",1.03131e+11
2013,"Bangkok",1.10832e+11
2014,"Bangkok",1.09336e+11
2015,"Bangkok",1.09058e+11
2016,"Bangkok",1.12199e+11
2017,"Bangkok",1.21453e+11
2018,"Bangkok",1.3281e+11
2019,"Bangkok",1.4322e+11
2020,"Bangkok",1.2962e+11
1995,"Nonthaburi",2945040764
1996,"Nonthaburi",3014895690
1997,"Nonthaburi",2486459872
1998,"Nonthaburi",2028843514
1999,"Nonthaburi",2137020630
2000,"Nonthaburi",2066546856
2001,"Nonthaburi",1938423390
2002,"Nonthaburi",2123438389
2003,"Nonthaburi",2331974624
2004,"Nonthaburi",2626384440
2005,"Nonthaburi",2939063292
2006,"Nonthaburi",3390728562
2007,"Nonthaburi",4183009569
2008,"Nonthaburi",4295749323
2009,"Nonthaburi",4398561538
2010,"Nonthaburi",5092565711
2011,"Nonthaburi",5167558708
2012,"Nonthaburi",5607485211
2013,"Nonthaburi",6215111422
2014,"Nonthaburi",6588251428
2015,"Nonthaburi",6647691102
2016,"Nonthaburi",6793244535
2017,"Nonthaburi",7596352373
2018,"Nonthaburi",8014926758
2019,"Nonthaburi",8786550319
2020,"Nonthaburi",8484399137
1995,"Samut Prakan",9755856960
1996,"Samut Prakan",10041269987
1997,"Samut Prakan",8198856242
1998,"Samut Prakan",7252372837
1999,"Samut Prakan",8412223768
2000,"Samut Prakan",8396800415
2001,"Samut Prakan",7988580083
2002,"Samut Prakan",8921950758
2003,"Samut Prakan",9192777305
2004,"Samut Prakan",9957754345
2005,"Samut Prakan",10268436534
2006,"Samut Prakan",11580970386
2007,"Samut Prakan",16804279992
2008,"Samut Prakan",16620063730
2009,"Samut Prakan",14405808374
2010,"Samut Prakan",19009579623
2011,"Samut Prakan",17621939380
2012,"Samut Prakan",19760914714
2013,"Samut Prakan",18374449394
2014,"Samut Prakan",17320061957
2015,"Samut Prakan",16781138538
2016,"Samut Prakan",16494815426
2017,"Samut Prakan",17475070801
2018,"Samut Prakan",19517756785
2019,"Samut Prakan",19419214549
2020,"Samut Prakan",15780035043
1995,"Rest of Thailand",1.16064e+11
1996,"Rest of Thailand",1.24997e+11
1997,"Rest of Thailand",1.05246e+11
1998,"Rest of Thailand",78270408316
1999,"Rest of Thailand",84406638970
2000,"Rest of Thailand",81068663507
2001,"Rest of Thailand",74328223612
2002,"Rest of Thailand",83463158471
2003,"Rest of Thailand",95003398440
2004,"Rest of Thailand",1.05613e+11
2005,"Rest of Thailand",1.12868e+11
2006,"Rest of Thailand",1.31101e+11
2007,"Rest of Thailand",1.62681e+11
2008,"Rest of Thailand",1.69653e+11
2009,"Rest of Thailand",1.62027e+11
2010,"Rest of Thailand",1.9705e+11
2011,"Rest of Thailand",2.09985e+11
2012,"Rest of Thailand",2.19699e+11
2013,"Rest of Thailand",2.26407e+11
2014,"Rest of Thailand",2.10822e+11
2015,"Rest of Thailand",2.0299e+11
2016,"Rest of Thailand",2.06909e+11
2017,"Rest of Thailand",2.24383e+11
2018,"Rest of Thailand",2.41686e+11
2019,"Rest of Thailand",2.52622e+11
2020,"Rest of Thailand",2.30685e+11
1990,"Thailand",1.21545e+11
1991,"Thailand",1.34547e+11
1992,"Thailand",1.50248e+11
1993,"Thailand",1.63662e+11
1994,"Thailand",1.8238e+11
1995,"Thailand",2.06186e+11
1996,"Thailand",2.18849e+11
1997,"Thailand",1.78295e+11
1998,"Thailand",1.32523e+11
1999,"Thailand",1.44996e+11
2000,"Thailand",1.41402e+11
2001,"Thailand",1.31642e+11
2002,"Thailand",1.44839e+11
2003,"Thailand",1.60996e+11
2004,"Thailand",1.78103e+11
2005,"Thailand",1.8917e+11
2006,"Thailand",2.15153e+11
2007,"Thailand",2.66215e+11
2008,"Thailand",2.72918e+11
2009,"Thailand",2.5923e+11
2010,"Thailand",3.10243e+11
2011,"Thailand",3.30871e+11
2012,"Thailand",3.48199e+11
2013,"Thailand",3.61829e+11
2014,"Thailand",3.44067e+11
2015,"Thailand",3.35477e+11
2016,"Thailand",3.42396e+11
2017,"Thailand",3.70907e+11
2018,"Thailand",4.02029e+11
2019,"Thailand",4.24048e+11
2020,"Thailand",3.8457e+11
