"scenario","region","subRegion","param","sources","class1","class2","x","xLabel","vintage","units","aggregate","classLabel1","classPalette1","classLabel2","classPalette2","origScen","origQuery","origUnits","origX","value","origValue"
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm cooking",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,1.1228138888889,0.00404213
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.698413888888895,0.00251429
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,1.54589166666668,0.00556521
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,2.7690277777778,0.0099685
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,3.23997222222225,0.0116639
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,3.52409166666669,0.01268673
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,3.73015277777781,0.01342855
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,3.9060666666667,0.01406184
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,4.0172416666667,0.01446207
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,4.11083055555559,0.01479899
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,4.16984000000003,0.015011424
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm hvac",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,4.27216611111115,0.015379798
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.10744388888889,0.000386798
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.237834166666669,0.000856203
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.426000000000003,0.0015336
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.498472222222226,0.0017945
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.562986111111116,0.00202675
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.608836111111116,0.00219181
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,0.654877777777783,0.00235756
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,0.691536111111117,0.00248953
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,0.735908333333339,0.00264927
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,0.778991666666673,0.00280437
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm lighting",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,0.821375000000007,0.00295695
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.161166666666668,0.0005802
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.356750000000003,0.0012843
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.639000000000005,0.0023004
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.74769444444445,0.0026917
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.812405555555562,0.00292466
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.869727777777785,0.00313102
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,0.925466666666674,0.00333168
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,0.972166666666674,0.0034998
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,1.01688611111112,0.00366079
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,1.06039166666668,0.00381741
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","comm others",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,1.1027888888889,0.00397004
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.312391111111114,0.001124608
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.640441111111116,0.002305588
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,1.12616333333334,0.004054188
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,1.37897222222223,0.0049643
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,1.59041750000001,0.005725503
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,1.75809361111113,0.006329137
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,1.89881972222224,0.006835751
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,2.00566194444446,0.007220383
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,2.08561305555557,0.007508207
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,2.13493313888891,0.0076857593
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban air conditioners",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,2.17733611111113,0.00783841
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.0260274444444447,9.36988e-05
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.0533600000000004,0.000192096
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.0938627777777785,0.000337906
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.114919444444445,0.00041371
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.156923611111112,0.000564925
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.179112500000001,0.000644805
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,0.218971666666668,0.000788298
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,0.247228055555558,0.000890021
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,0.263785000000002,0.000949626
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,0.296686111111113,0.00106807
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban cooking",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,0.312447222222225,0.00112481
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.0976102500000008,0.0003513969
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.200109833333335,0.0007203954
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.351943500000003,0.0012669966
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.43091666666667,0.0015513
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.607619972222227,0.0021874319
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.677952055555561,0.0024406274
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,0.741242583333339,0.0026684733
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,0.795859169444451,0.00286509301
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,0.84574495833334,0.00304468185
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,0.891439088888896,0.00320918072
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban lighting",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,0.932743633333341,0.00335787708
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.11713888888889,0.0004217
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.240166666666669,0.0008646
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.422305555555559,0.0015203
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.517111111111115,0.0018616
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.58753055555556,0.00211511
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.648422222222227,0.00233432
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2030,"Year","Vint_2030","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2030,0.701383333333339,0.00252498
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2035,"Year","Vint_2035","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2035,0.746430555555561,0.00268715
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2040,"Year","Vint_2040","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2040,0.786638888888895,0.0028319
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2045,"Year","Vint_2045","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2045,0.822711111111118,0.00296176
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban other appliances",2050,"Year","Vint_2050","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2050,0.854844444444451,0.00307744
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",1990,"Year","Vint_1990","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",1990,0.156250000000001,0.0005625
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2005,"Year","Vint_2005","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2005,0.320313888888891,0.00115313
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2010,"Year","Vint_2010","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2010,0.563150000000004,0.00202734
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2015,"Year","Vint_2015","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2015,0.689452777777783,0.00248203
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2020,"Year","Vint_2020","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2020,0.77778133333334,0.0028000128
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Sources","building","resid urban refrigerators",2025,"Year","Vint_2025","Electricity Consumption by Sector (TWh)","sum","Aggregated Sector","pal_all","Sector","classPalette2","Ref","elec consumption by demand sector","EJ",2025,0.856987861111118,0.0030851563
