"scenario","region","subRegion","param","xLabel","x","vintage","units","value"
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",23.0159911111113
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",82.6729972222229
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",124.785972222223
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",150.122694444446
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",256.50260359461
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",298.934275938544
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",351.508681698128
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",405.400246367962
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",455.778107901768
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",495.696612060657
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",521.638183242993
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",537.88041297906
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",550.502285915032
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",551.11090056131
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",558.32975952056
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",559.513443251116
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",544.851190610838
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",539.703611531671
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",537.466880331671
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",538.947484223615
"KL_socio","All of Malaysia","All of Malaysia","elecByTechTWh","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",542.79742964056
"KL_socio","All of Malaysia","All of Malaysia","elecConsumByDemandSectorTWh","Year",1975,"Vint_1975","Electricity Consumption by Sector (TWh)",2.81242444444447
"KL_socio","All of Malaysia","All of Malaysia","elecConsumByDemandSectorTWh","Year",1990,"Vint_1990","Electricity Consumption by Sector (TWh)",20.0043972055557
