"","scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"514","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",521.657264174175
"515","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",530.213880200587
"516","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",539.443958489388
"517","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",524.323045804338
"518","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",526.295330966961
"519","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",529.978888012197
"520","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",531.107138449935
"521","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","CO2","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",531.940619179459
"522","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",1.422e-05
"523","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",1.7775e-05
"524","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",0.00792765
"525","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",0.01190925
"526","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",0.011909253555
"527","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",0.014035115115
"528","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",0.015307734015
"529","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",0.01665412272
"530","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",0.017941448655
"531","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.01908208818
"532","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.02009290266
"533","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.020928004155
"534","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.021649498515
"535","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",0.022267371735
"536","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",0.02272737807
"537","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",0.02307965013
"538","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",0.023330615355
"539","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",0.023473455255
"540","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",0.023594716305
"541","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",0.02367184203
"542","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",0.023743201545
"543","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","HFCs","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",0.02378614239
"544","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",2.1657537894812
"545","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",7.408201486249
"546","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",11.2522197736257
"547","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",11.8714368121923
"548","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",10.5881076672711
"549","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",11.8082233071081
"550","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",12.3107792662591
"551","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",12.7518674002034
"552","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",13.3519109468564
"553","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",13.9830809858685
"554","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",14.8598969440681
"555","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",15.6641753948816
"556","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",16.18014496904
"557","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",16.5337279002746
"558","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",16.8089507141625
"559","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",16.9419535361402
"560","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",17.0254301126233
"561","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",17.0211131796818
"562","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",17.0499672613275
"563","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",17.0829823363722
"564","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",17.0990972245863
"565","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","N2O","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",17.1022961472163
"566","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.126242
"567","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",0.5875705
"568","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",0.616405
"569","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",0.9040592645
"570","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",1.096495947
"571","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",1.7942514845
"572","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",2.0030017025
"573","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",2.2374093145
"574","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",2.446354841
"575","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",2.677023227
"576","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",2.9582435675
"577","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",3.128322961
"578","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",3.2252357155
"579","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",3.296387817
"580","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",3.297835887
"581","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",3.337524802
"582","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",3.3428354025
"583","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",3.2551851495
"584","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",3.2204627245
"585","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",3.1999903235
"586","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",3.2032825795
"587","Ref","All of Malaysia","All of Malaysia","emissGHGByGasGWPAR5","ghg","SF6","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",3.2223284835
"588","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",-2.276527
"589","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",-3.62550466666667
"590","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",-3.69259
"591","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",-1.57750446333333
"592","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",-1.37680304666667
"593","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",-3.84511836239393
"594","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",-5.18064966395136
"595","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",-6.79385206982983
"596","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",-8.88736795551455
"597","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",-12.0968681454735
"598","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",-16.4631956342667
"599","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",-20.7391195471786
"600","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",-23.64261514721
"601","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",-25.091253030999
"602","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",-26.1172170701011
"603","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",-26.168366479905
"604","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",-26.1192250070023
"605","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",-26.3321941358314
"606","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",-26.5812868042479
"607","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",-27.0722614197869
"608","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",-27.6469334927062
"609","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","biomass","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",-28.2802591954322
"610","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",3.202481755
"611","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",5.449356121
"612","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",6.48069782433333
"613","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",4.43814532076667
"614","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",24.3761618466667
"615","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",29.9416979253333
"616","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",35.89990701
"617","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",42.4799878213333
"618","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",49.2254536411
"619","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",55.1952859626667
"620","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",61.2379307576667
"621","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",65.89830291
"622","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",69.027239743
"623","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",71.9921649773333
"624","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",73.768690215
"625","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",75.3205568646667
"626","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",78.6369639403333
"627","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",81.0873664956667
"628","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",83.5567672573333
"629","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",85.2144715913333
"630","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","building","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",86.41834102
"631","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",4.74808305803556
"632","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",9.85875660197036
"633","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",13.0172924610963
"634","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",12.4885014534638
"635","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",10.9389448430301
"636","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",12.0302220782344
"637","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",12.1819173912851
"638","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",12.3578335146008
"639","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",12.7647953611714
"640","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",13.3722695038772
"641","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",14.2930764727709
"642","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",15.0930489444961
"643","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",15.7774366093929
"644","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",16.0201456039275
"645","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",16.2270612782251
"646","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",16.2575947970843
"647","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",16.27235802566
"648","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",16.2765074469755
"649","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",16.2233158194188
"650","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",16.1757730560862
"651","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",16.1094738458391
"652","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","crops","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",16.0272224974652
"653","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",1975,"Vint_1975","GHG emissions (MTCO2eq)",0.126195
"654","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",1990,"Vint_1990","GHG emissions (MTCO2eq)",16.0622133651167
"655","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2005,"Vint_2005","GHG emissions (MTCO2eq)",55.0812765374
"656","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2010,"Vint_2010","GHG emissions (MTCO2eq)",97.8641168174667
"657","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2015,"Vint_2015","GHG emissions (MTCO2eq)",106.053573130367
"658","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",166.601154871796
"659","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",184.049160280414
"660","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",199.217247147369
"661","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",208.702741251233
"662","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",216.701549883897
"663","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",221.626493074983
"664","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",222.640507446742
"665","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",221.816569455852
"666","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",220.877838759053
"667","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",213.52646878301
"668","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",212.843558675328
"669","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",209.128026269532
"670","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2080,"Vint_2080","GHG emissions (MTCO2eq)",175.909875604052
"671","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2085,"Vint_2085","GHG emissions (MTCO2eq)",164.590207014525
"672","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2090,"Vint_2090","GHG emissions (MTCO2eq)",156.459946527547
"673","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2095,"Vint_2095","GHG emissions (MTCO2eq)",151.978238158627
"674","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","electricity","Year",2100,"Vint_2100","GHG emissions (MTCO2eq)",148.589543867545
"675","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2020,"Vint_2020","GHG emissions (MTCO2eq)",0.0957390868133333
"676","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2025,"Vint_2025","GHG emissions (MTCO2eq)",0.212666547630667
"677","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2030,"Vint_2030","GHG emissions (MTCO2eq)",0.338189149694667
"678","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2035,"Vint_2035","GHG emissions (MTCO2eq)",0.474862548494667
"679","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.626069556288
"680","Ref","All of Malaysia","All of Malaysia","emissGHGBySectorGWPAR5","sector","hydrogen","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.798670264881333
