Units,scenario,region,sector,subsector,year,value
MTC,Ref_cities,Malaysia,process heat cement,biomass,2045,0.024007
MTC,Ref_cities,Malaysia,process heat cement,biomass,2050,0.0232975
MTC,Ref_cities,Malaysia,process heat cement,biomass,2055,0.0227501
MTC,Ref_cities,Malaysia,process heat cement,biomass,2060,0.0225015
MTC,Ref_cities,Malaysia,process heat cement,biomass,2065,0.0222723
MTC,Ref_cities,Malaysia,process heat cement,biomass,2070,0.0221391
MTC,Ref_cities,Malaysia,process heat cement,biomass,2075,0.0217658
MTC,Ref_cities,Malaysia,process heat cement,biomass,2080,0.0209399
MTC,Ref_cities,Malaysia,process heat cement,biomass,2085,0.0202727
MTC,Ref_cities,Malaysia,process heat cement,biomass,2090,0.0196612
MTC,Ref_cities,Malaysia,process heat cement,biomass,2095,0.0191886
MTC,Ref_cities,Malaysia,process heat cement,biomass,2100,0.0187221
MTC,Ref_cities,Malaysia,process heat cement,coal,1975,0.0102839
MTC,Ref_cities,Malaysia,process heat cement,coal,1990,0.526651
MTC,Ref_cities,Malaysia,process heat cement,coal,2005,1.48881
MTC,Ref_cities,Malaysia,process heat cement,coal,2010,1.5824
MTC,Ref_cities,Malaysia,process heat cement,coal,2015,1.5824
MTC,Ref_cities,Malaysia,process heat cement,coal,2020,1.91999
MTC,Ref_cities,Malaysia,process heat cement,coal,2025,1.99938
MTC,Ref_cities,Malaysia,process heat cement,coal,2030,2.05952
MTC,Ref_cities,Malaysia,process heat cement,coal,2035,2.11663
MTC,Ref_cities,Malaysia,process heat cement,coal,2040,2.16578
MTC,Ref_cities,Malaysia,process heat cement,coal,2045,2.20003
MTC,Ref_cities,Malaysia,process heat cement,coal,2050,2.22856
MTC,Ref_cities,Malaysia,process heat cement,coal,2055,2.24246
MTC,Ref_cities,Malaysia,process heat cement,coal,2060,2.24416
MTC,Ref_cities,Malaysia,process heat cement,coal,2065,2.23376
MTC,Ref_cities,Malaysia,process heat cement,coal,2070,2.22129
MTC,Ref_cities,Malaysia,process heat cement,coal,2075,2.19655
MTC,Ref_cities,Malaysia,process heat cement,coal,2080,2.16003
MTC,Ref_cities,Malaysia,process heat cement,coal,2085,2.11801
MTC,Ref_cities,Malaysia,process heat cement,coal,2090,2.07459
MTC,Ref_cities,Malaysia,process heat cement,coal,2095,2.02812
MTC,Ref_cities,Malaysia,process heat cement,coal,2100,1.97953
MTC,Ref_cities,Malaysia,process heat cement,gas,1990,0.026726
MTC,Ref_cities,Malaysia,process heat cement,gas,2005,0.0755512
MTC,Ref_cities,Malaysia,process heat cement,gas,2010,0.0803
MTC,Ref_cities,Malaysia,process heat cement,gas,2015,0.0803
MTC,Ref_cities,Malaysia,process heat cement,gas,2020,0.101552
MTC,Ref_cities,Malaysia,process heat cement,gas,2025,0.104737
MTC,Ref_cities,Malaysia,process heat cement,gas,2030,0.114343
MTC,Ref_cities,Malaysia,process heat cement,gas,2035,0.119303
MTC,Ref_cities,Malaysia,process heat cement,gas,2040,0.119294
MTC,Ref_cities,Malaysia,process heat cement,gas,2045,0.119395
MTC,Ref_cities,Malaysia,process heat cement,gas,2050,0.114422
MTC,Ref_cities,Malaysia,process heat cement,gas,2055,0.112255
MTC,Ref_cities,Malaysia,process heat cement,gas,2060,0.113409
MTC,Ref_cities,Malaysia,process heat cement,gas,2065,0.113158
MTC,Ref_cities,Malaysia,process heat cement,gas,2070,0.112859
MTC,Ref_cities,Malaysia,process heat cement,gas,2075,0.112627
MTC,Ref_cities,Malaysia,process heat cement,gas,2080,0.10943
MTC,Ref_cities,Malaysia,process heat cement,gas,2085,0.103679
MTC,Ref_cities,Malaysia,process heat cement,gas,2090,0.094705
MTC,Ref_cities,Malaysia,process heat cement,gas,2095,0.085926
MTC,Ref_cities,Malaysia,process heat cement,gas,2100,0.0772893
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,1975,0.0116404
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,1990,0.0414994
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2005,0.117318
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2010,0.124692
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2015,0.124692
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2020,0.131799
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2025,0.146032
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2030,0.163079
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2035,0.180569
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2040,0.196136
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2045,0.207308
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2050,0.214585
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2055,0.218209
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2060,0.219686
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2065,0.220857
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2070,0.219774
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2075,0.217154
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2080,0.21196
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2085,0.207698
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2090,0.203328
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2095,0.199029
MTC,Ref_cities,Malaysia,process heat cement,refined liquids,2100,0.194951
MTC,Ref_cities,Malaysia,refining,biomass liquids,2010,0.000238453
MTC,Ref_cities,Malaysia,refining,biomass liquids,2015,0.0231352
MTC,Ref_cities,Malaysia,refining,biomass liquids,2020,0.0226213
MTC,Ref_cities,Malaysia,refining,biomass liquids,2025,0.09527113
MTC,Ref_cities,Malaysia,refining,biomass liquids,2030,0.20683239
MTC,Ref_cities,Malaysia,refining,biomass liquids,2035,0.38634716
MTC,Ref_cities,Malaysia,refining,biomass liquids,2040,0.72047885
MTC,Ref_cities,Malaysia,refining,biomass liquids,2045,1.17524565
MTC,Ref_cities,Malaysia,refining,biomass liquids,2050,1.60423623
MTC,Ref_cities,Malaysia,refining,biomass liquids,2055,1.88727592
MTC,Ref_cities,Malaysia,refining,biomass liquids,2060,2.012484604
MTC,Ref_cities,Malaysia,refining,biomass liquids,2065,2.083127931
MTC,Ref_cities,Malaysia,refining,biomass liquids,2070,2.056646818
MTC,Ref_cities,Malaysia,refining,biomass liquids,2075,2.035527028
MTC,Ref_cities,Malaysia,refining,biomass liquids,2080,2.04700245
MTC,Ref_cities,Malaysia,refining,biomass liquids,2085,2.06926399
MTC,Ref_cities,Malaysia,refining,biomass liquids,2090,2.10224631
MTC,Ref_cities,Malaysia,refining,biomass liquids,2095,2.136852141
MTC,Ref_cities,Malaysia,refining,biomass liquids,2100,2.174019256
MTC,Ref_cities,Malaysia,refining,coal to liquids,2025,0.00562975
MTC,Ref_cities,Malaysia,refining,coal to liquids,2030,0.02307874
MTC,Ref_cities,Malaysia,refining,coal to liquids,2035,0.06576193
MTC,Ref_cities,Malaysia,refining,coal to liquids,2040,0.18181469
MTC,Ref_cities,Malaysia,refining,coal to liquids,2045,0.39656205
MTC,Ref_cities,Malaysia,refining,coal to liquids,2050,0.66474043
MTC,Ref_cities,Malaysia,refining,coal to liquids,2055,0.90928257
MTC,Ref_cities,Malaysia,refining,coal to liquids,2060,1.09156135
MTC,Ref_cities,Malaysia,refining,coal to liquids,2065,1.288232005
MTC,Ref_cities,Malaysia,refining,coal to liquids,2070,1.46050079
MTC,Ref_cities,Malaysia,refining,coal to liquids,2075,1.71851135
MTC,Ref_cities,Malaysia,refining,coal to liquids,2080,2.07403538
MTC,Ref_cities,Malaysia,refining,coal to liquids,2085,2.4332352
MTC,Ref_cities,Malaysia,refining,coal to liquids,2090,2.7575478
MTC,Ref_cities,Malaysia,refining,coal to liquids,2095,3.0371583
MTC,Ref_cities,Malaysia,refining,coal to liquids,2100,3.30823407
MTC,Ref_cities,Malaysia,refining,gas to liquids,2005,0.156508
MTC,Ref_cities,Malaysia,refining,gas to liquids,2010,0.141052
MTC,Ref_cities,Malaysia,refining,gas to liquids,2015,0.0756498
MTC,Ref_cities,Malaysia,refining,gas to liquids,2020,0.07392
MTC,Ref_cities,Malaysia,refining,gas to liquids,2025,0.072867377
MTC,Ref_cities,Malaysia,refining,gas to liquids,2030,0.070220325
MTC,Ref_cities,Malaysia,refining,gas to liquids,2035,0.06554846
MTC,Ref_cities,Malaysia,refining,gas to liquids,2040,0.064995434
MTC,Ref_cities,Malaysia,refining,gas to liquids,2045,0.07714987
MTC,Ref_cities,Malaysia,refining,gas to liquids,2050,0.09898433
MTC,Ref_cities,Malaysia,refining,gas to liquids,2055,0.121563313
MTC,Ref_cities,Malaysia,refining,gas to liquids,2060,0.137864466
MTC,Ref_cities,Malaysia,refining,gas to liquids,2065,0.1577298117
MTC,Ref_cities,Malaysia,refining,gas to liquids,2070,0.172834675
MTC,Ref_cities,Malaysia,refining,gas to liquids,2075,0.195102996
MTC,Ref_cities,Malaysia,refining,gas to liquids,2080,0.224963045
MTC,Ref_cities,Malaysia,refining,gas to liquids,2085,0.25190287
MTC,Ref_cities,Malaysia,refining,gas to liquids,2090,0.2708611
MTC,Ref_cities,Malaysia,refining,gas to liquids,2095,0.28163444
MTC,Ref_cities,Malaysia,refining,gas to liquids,2100,0.28595402
MTC,Ref_cities,Malaysia,refining,oil refining,1975,0.0690215
MTC,Ref_cities,Malaysia,refining,oil refining,1990,-0.236279
MTC,Ref_cities,Malaysia,refining,oil refining,2005,3.44485
MTC,Ref_cities,Malaysia,refining,oil refining,2010,2.11662
MTC,Ref_cities,Malaysia,refining,oil refining,2015,1.10916
MTC,Ref_cities,Malaysia,refining,oil refining,2020,1.06314
MTC,Ref_cities,Malaysia,refining,oil refining,2025,1.1016894
MTC,Ref_cities,Malaysia,refining,oil refining,2030,1.1394116
MTC,Ref_cities,Malaysia,refining,oil refining,2035,1.1760075
MTC,Ref_cities,Malaysia,refining,oil refining,2040,1.2423965
MTC,Ref_cities,Malaysia,refining,oil refining,2045,1.3123477
MTC,Ref_cities,Malaysia,refining,oil refining,2050,1.366226
MTC,Ref_cities,Malaysia,refining,oil refining,2055,1.4016576
MTC,Ref_cities,Malaysia,refining,oil refining,2060,1.406993
MTC,Ref_cities,Malaysia,refining,oil refining,2065,1.39494574
MTC,Ref_cities,Malaysia,refining,oil refining,2070,1.35430668
MTC,Ref_cities,Malaysia,refining,oil refining,2075,1.29059963
MTC,Ref_cities,Malaysia,refining,oil refining,2080,1.2236013
MTC,Ref_cities,Malaysia,refining,oil refining,2085,1.1563018
MTC,Ref_cities,Malaysia,refining,oil refining,2090,1.1024382
MTC,Ref_cities,Malaysia,refining,oil refining,2095,1.0581484
MTC,Ref_cities,Malaysia,refining,oil refining,2100,1.01836572
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,1975,-0.620871
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,1990,-0.988777
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2005,-1.00707
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2010,-0.759964
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2015,-0.274563
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2020,-0.382872
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2025,-0.588116
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2030,-0.904622
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2035,-1.33277
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2040,-2.01438
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2045,-2.86302
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2050,-3.67399
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2055,-4.23298
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2060,-4.53348
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2065,-4.86098
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2070,-4.95572
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2075,-5.09439
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2080,-5.49051
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2085,-5.88945
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2090,-6.30721
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2095,-6.64013
MTC,Ref_cities,Malaysia,regional biomass,regional biomass,2100,-6.96465
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2010,-0.00338218
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2015,-0.328146
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2020,-0.320856
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2025,-0.371885
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2030,-0.426073
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2035,-0.502563
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2040,-0.677043
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2045,-0.960696
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2050,-1.26942
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2055,-1.47592
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2060,-1.56099
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2065,-1.61343
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2070,-1.58194
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2075,-1.53288
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2080,-1.48975
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2085,-1.4522
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2090,-1.43339
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2095,-1.42627
MTC,Ref_cities,Malaysia,regional biomassOil,regional biomassOil,2100,-1.42785
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2025,-0.00192987
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2030,-0.00643923
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2035,-0.0165127
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2040,-0.0418853
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2045,-0.0816206
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2050,-0.122302
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2055,-0.14711
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2060,-0.159605
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2065,-0.167738
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2070,-0.168258
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2075,-0.168483
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2080,-0.168912
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2085,-0.16779
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2090,-0.166756
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2095,-0.166173
MTC,Ref_cities,Malaysia,regional sugar for ethanol,regional sugar for ethanol,2100,-0.166281
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2020,1.45628
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2025,2.01299
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2030,2.36519
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2035,2.64926
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2040,3.04887
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2045,3.7223
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2050,4.59242
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2055,5.82174
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2060,7.4759
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2065,9.36834
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2070,11.7035
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2075,14.1418
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2080,16.401
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2085,18.3824
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2090,19.9661
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2095,20.2973
MTC,Ref_cities,Malaysia,unconventional oil production,unconventional oil production,2100,20.3814
MTC,Ref_cities,Rest of Malaysia,comm others,gas,1990,0.00251624
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2005,0.0114864
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2010,0.0149867
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2015,0.011982
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2020,0.0130329
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2025,0.0146014
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2030,0.0161976
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2035,0.0173322
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2040,0.0181127
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2045,0.0188021
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2050,0.0196425
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2055,0.0203686
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2060,0.0204116
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2065,0.0203903
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2070,0.0194234
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2075,0.0190248
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2080,0.0202307
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2085,0.0206714
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2090,0.0202125
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2095,0.0190651
MTC,Ref_cities,Rest of Malaysia,comm others,gas,2100,0.017596
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,1990,0.173656
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2005,0.521117
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2010,0.859125
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2015,0.53892
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2020,0.469742
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2025,0.510613
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2030,0.52469
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2035,0.528713
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2040,0.528501
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2045,0.520105
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2050,0.529434
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2055,0.526778
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2060,0.498799
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2065,0.476699
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2070,0.432639
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2075,0.402301
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2080,0.409177
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2085,0.405132
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2090,0.391309
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2095,0.365591
MTC,Ref_cities,Rest of Malaysia,comm others,refined liquids,2100,0.33561
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,1975,0.42207
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,1990,0.603497
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2005,0.660139
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2010,0.226642
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2015,0.0057523
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2020,0.00628023
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2025,0.00667175
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2030,0.00678903
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2035,0.00680589
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2040,0.00662944
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2045,0.00651142
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2050,0.0066244
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2055,0.00668043
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2060,0.00659511
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2065,0.00654978
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2070,0.00637193
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2075,0.00623788
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2080,0.00635048
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2085,0.0064314
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2090,0.00650518
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2095,0.00653386
MTC,Ref_cities,Rest of Malaysia,industrial energy use,biomass,2100,0.00655456
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,1990,0.0504586
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2005,0.039555
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2010,0.423802
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2015,0.377513
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2020,0.388647
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2025,0.407769
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2030,0.404782
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2035,0.403246
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2040,0.40657
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2045,0.411802
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2050,0.431043
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2055,0.443895
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2060,0.442303
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2065,0.441364
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2070,0.429451
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2075,0.421211
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2080,0.433735
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2085,0.441891
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2090,0.449189
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2095,0.450982
MTC,Ref_cities,Rest of Malaysia,industrial energy use,coal,2100,0.452815
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,1990,0.678376
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2005,7.05137
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2010,4.12912
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2015,6.27585
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2020,6.64026
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2025,6.92061
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2030,7.13958
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2035,7.19747
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2040,7.16373
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2045,7.1986
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2050,7.2793
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2055,7.38192
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2060,7.40568
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2065,7.40769
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2070,7.23309
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2075,7.15313
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2080,7.34003
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2085,7.33889
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2090,7.14807
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2095,6.85133
MTC,Ref_cities,Rest of Malaysia,industrial energy use,gas,2100,6.51239
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,1975,1.27396
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,1990,2.40437
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2005,3.79464
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2010,3.56338
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2015,2.85105
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2020,2.63536
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2025,2.90391
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2030,3.06918
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2035,3.25362
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2040,3.451
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2045,3.61579
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2050,3.86379
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2055,4.02043
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2060,4.02554
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2065,4.05311
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2070,3.95665
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2075,3.89677
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2080,4.02087
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2085,4.12046
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2090,4.21059
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2095,4.25077
MTC,Ref_cities,Rest of Malaysia,industrial energy use,refined liquids,2100,4.27579
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,1990,0.226306
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2005,0.651967
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2010,0.68412
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2015,2.11436
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2020,2.41724
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2025,2.67243
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2030,2.96313
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2035,3.23913
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2040,3.48292
