"year","region","value"
2043,"Nonthaburi",758112.751303832
2044,"Nonthaburi",786921.035855788
2045,"Nonthaburi",815774.807158169
2046,"Nonthaburi",844598.850343815
2047,"Nonthaburi",873315.211243782
2048,"Nonthaburi",901843.508143997
2049,"Nonthaburi",930101.271392164
2050,"Nonthaburi",958004.309566352
2051,"Nonthaburi",986265.436668797
2052,"Nonthaburi",1014867.13434499
2053,"Nonthaburi",1043790.84767036
2054,"Nonthaburi",1073016.99142691
2055,"Nonthaburi",1102524.95866621
2056,"Nonthaburi",1132293.1325561
2057,"Nonthaburi",1162298.90055524
2058,"Nonthaburi",1192518.6719962
2059,"Nonthaburi",1222927.89812098
2060,"Nonthaburi",1253501.09556673
2061,"Nonthaburi",1284211.87242857
2062,"Nonthaburi",1315032.95735688
2063,"Nonthaburi",1345936.2318553
2064,"Nonthaburi",1376892.7651975
2065,"Nonthaburi",1407872.85241984
2066,"Nonthaburi",1438846.05514082
2067,"Nonthaburi",1469781.24533163
2068,"Nonthaburi",1500646.65149773
2069,"Nonthaburi",1531409.90785326
2070,"Nonthaburi",1562038.10598955
2071,"Nonthaburi",1592758.18874588
2072,"Nonthaburi",1623551.51373955
2073,"Nonthaburi",1654398.99248485
2074,"Nonthaburi",1685281.1070201
2075,"Nonthaburi",1716177.92732448
2076,"Nonthaburi",1747069.13002338
2077,"Nonthaburi",1777934.01796679
2078,"Nonthaburi",1808751.54097143
2079,"Nonthaburi",1839500.31714496
2080,"Nonthaburi",1870158.65578967
2081,"Nonthaburi",1900704.58047251
2082,"Nonthaburi",1931115.85375775
2083,"Nonthaburi",1961370.0021475
2084,"Nonthaburi",1991444.34218619
2085,"Nonthaburi",2021316.00731317
2086,"Nonthaburi",2050961.97542198
2087,"Nonthaburi",2080359.09708477
2088,"Nonthaburi",2109484.12444171
2089,"Nonthaburi",2138313.74079711
2090,"Nonthaburi",2166824.59067274
2091,"Nonthaburi",2194993.31036001
2092,"Nonthaburi",2222796.55892933
2093,"Nonthaburi",2250211.04986306
2094,"Nonthaburi",2277213.58243897
2095,"Nonthaburi",2303781.0742361
2096,"Nonthaburi",2329890.59305862
2097,"Nonthaburi",2355519.38960796
2098,"Nonthaburi",2380644.92973917
2099,"Nonthaburi",2405244.92738248
2100,"Nonthaburi",2429297.37663345
2021,"Samut Prakan",723571.725769788
2022,"Samut Prakan",752514.594795592
2023,"Samut Prakan",780357.634778546
2024,"Samut Prakan",806889.794362928
2025,"Samut Prakan",833517.157611822
2026,"Samut Prakan",861023.223778303
2027,"Samut Prakan",889436.990179946
2028,"Samut Prakan",917810.030147408
2029,"Samut Prakan",945711.455084839
2030,"Samut Prakan",974461.083329328
2031,"Samut Prakan",1003889.80801336
2032,"Samut Prakan",1034106.89123905
2033,"Samut Prakan",1065336.91938111
2034,"Samut Prakan",1097083.95955927
2035,"Samut Prakan",1129777.06154552
2036,"Samut Prakan",1157644.89574286
2037,"Samut Prakan",1185814.2548638
2038,"Samut Prakan",1214273.79699351
2039,"Samut Prakan",1243011.61020125
2040,"Samut Prakan",1272015.21441102
2041,"Samut Prakan",1301271.56435274
2042,"Samut Prakan",1330767.05313714
2043,"Samut Prakan",1360487.51732697
2044,"Samut Prakan",1390418.2427149
2045,"Samut Prakan",1420543.97130685
2046,"Samut Prakan",1450848.90938611
2047,"Samut Prakan",1481316.73645038
2048,"Samut Prakan",1511930.61568676
2049,"Samut Prakan",1542673.20486247
2050,"Samut Prakan",1573526.66896139
2051,"Samut Prakan",1604603.82066135
2052,"Samut Prakan",1635893.5951784
2053,"Samut Prakan",1667384.54688664
2054,"Samut Prakan",1699064.85326718
2055,"Samut Prakan",1730922.3192727
2056,"Samut Prakan",1762944.38219086
2057,"Samut Prakan",1795118.11717281
2058,"Samut Prakan",1827430.24326048
2059,"Samut Prakan",1859867.1300789
2060,"Samut Prakan",1892414.8048612
2061,"Samut Prakan",1925058.96026327
2062,"Samut Prakan",1957784.96255253
2063,"Samut Prakan",1990577.86071132
2064,"Samut Prakan",2023422.39541538
2065,"Samut Prakan",2056303.0093427
2066,"Samut Prakan",2089203.85748221
2067,"Samut Prakan",2122108.81823234
2068,"Samut Prakan",2155001.50491523
2069,"Samut Prakan",2187865.2778729
2070,"Samut Prakan",2220683.25702062
2071,"Samut Prakan",2253253.27814565
2072,"Samut Prakan",2285549.90843126
2073,"Samut Prakan",2317547.60715138
2074,"Samut Prakan",2349220.75780226
2075,"Samut Prakan",2380543.70123187
2076,"Samut Prakan",2411490.76935112
2077,"Samut Prakan",2442036.31909463
2078,"Samut Prakan",2472154.76704643
2079,"Samut Prakan",2501820.62423203
2080,"Samut Prakan",2531008.53153399
2081,"Samut Prakan",2559693.29485807
2082,"Samut Prakan",2587849.92113069
2083,"Samut Prakan",2615453.6536314
2084,"Samut Prakan",2642480.00803191
2085,"Samut Prakan",2668904.80810267
2086,"Samut Prakan",2694704.22125307
2087,"Samut Prakan",2719854.79398859
2088,"Samut Prakan",2744333.48711852
2089,"Samut Prakan",2768117.71067272
2090,"Samut Prakan",2791185.35827794
2091,"Samut Prakan",2813514.84116012
2092,"Samut Prakan",2835085.12160627
2093,"Samut Prakan",2855875.74580282
2094,"Samut Prakan",2875866.87605046
2095,"Samut Prakan",2895039.32189827
2096,"Samut Prakan",2913374.57090372
2097,"Samut Prakan",2930854.81835342
2098,"Samut Prakan",2947462.99565379
2099,"Samut Prakan",2963182.79830604
2100,"Samut Prakan",2977998.71230152
2021,"Rest of Thailand",8687618.70867
2022,"Rest of Thailand",9061726.69134
2023,"Rest of Thailand",9477402.22764
2024,"Rest of Thailand",9851510.21031
2025,"Rest of Thailand",10225618.19298
2026,"Rest of Thailand",10641293.72928
2027,"Rest of Thailand",11056969.26558
2028,"Rest of Thailand",11472644.80188
2029,"Rest of Thailand",11888320.33818
2030,"Rest of Thailand",12303995.87448
2031,"Rest of Thailand",12761238.96441
2032,"Rest of Thailand",13218482.05434
2033,"Rest of Thailand",13717292.6979
2034,"Rest of Thailand",14216103.34146
2035,"Rest of Thailand",14756481.53865
2036,"Rest of Thailand",15255292.18221
2037,"Rest of Thailand",15754102.82577
2038,"Rest of Thailand",16252913.46933
2039,"Rest of Thailand",16793291.66652
2040,"Rest of Thailand",17333669.86371
2041,"Rest of Thailand",17915615.61453
2042,"Rest of Thailand",18539128.91898
2043,"Rest of Thailand",19162642.22343
2044,"Rest of Thailand",19786155.52788
2045,"Rest of Thailand",20492803.93959
2046,"Rest of Thailand",21157884.79767
2047,"Rest of Thailand",21906100.76301
2048,"Rest of Thailand",22654316.72835
2049,"Rest of Thailand",23402532.69369
2050,"Rest of Thailand",24233883.76629
2051,"Rest of Thailand",25065234.83889
2052,"Rest of Thailand",25896585.91149
2053,"Rest of Thailand",26769504.53772
2054,"Rest of Thailand",27642423.16395
2055,"Rest of Thailand",28556909.34381
2056,"Rest of Thailand",29471395.52367
2057,"Rest of Thailand",30427449.25716
2058,"Rest of Thailand",31383502.99065
2059,"Rest of Thailand",32381124.27777
2060,"Rest of Thailand",33378745.56489
2061,"Rest of Thailand",34376366.85201
2062,"Rest of Thailand",35415555.69276
2063,"Rest of Thailand",36496312.08714
2064,"Rest of Thailand",37577068.48152
2065,"Rest of Thailand",38657824.8759
2066,"Rest of Thailand",39780148.82391
2067,"Rest of Thailand",40902472.77192
2068,"Rest of Thailand",41983229.1663
2069,"Rest of Thailand",43230255.7752
2070,"Rest of Thailand",44477282.3841
2071,"Rest of Thailand",45724308.993
2072,"Rest of Thailand",46971335.6019
2073,"Rest of Thailand",48218362.2108
2074,"Rest of Thailand",49465388.8197
2075,"Rest of Thailand",50712415.4286
2076,"Rest of Thailand",51959442.0375
2077,"Rest of Thailand",53206468.6464
2078,"Rest of Thailand",54869170.7916
2079,"Rest of Thailand",56116197.4005
2080,"Rest of Thailand",57363224.0094
2081,"Rest of Thailand",59025926.1546
2082,"Rest of Thailand",60272952.7635
2083,"Rest of Thailand",61935654.9087
2084,"Rest of Thailand",63182681.5176
2085,"Rest of Thailand",64845383.6628
2086,"Rest of Thailand",66092410.2717
2087,"Rest of Thailand",67755112.4169
2088,"Rest of Thailand",69002139.0258
2089,"Rest of Thailand",70249165.6347
2090,"Rest of Thailand",71496192.2436
2091,"Rest of Thailand",72743218.8525
2092,"Rest of Thailand",73574569.9251
2093,"Rest of Thailand",74405920.9977
2094,"Rest of Thailand",75237272.0703
2095,"Rest of Thailand",76068623.1429
2096,"Rest of Thailand",76484298.6792
2097,"Rest of Thailand",77315649.7518
2098,"Rest of Thailand",77315649.7518
2099,"Rest of Thailand",77731325.2881
2100,"Rest of Thailand",77731325.2881
2021,"Thailand",15028499.6096047
2022,"Thailand",15629649.5702018
2023,"Thailand",16207937.3763023
2024,"Thailand",16758998.4347753
2025,"Thailand",17312054.7358224
2026,"Thailand",17883359.1929131
2027,"Thailand",18473493.7517982
2028,"Thailand",19062796.9596107
2029,"Thailand",19642331.7923202
2030,"Thailand",20239449.7002152
2031,"Thailand",20850659.0087907
2032,"Thailand",21478287.50105
2033,"Thailand",22126907.6078926
2034,"Thailand",22786293.7111253
2035,"Thailand",23465341.2672249
2036,"Thailand",24101241.7026567
2037,"Thailand",24754392.6728449
2038,"Thailand",25425251.4208794
2039,"Thailand",26114275.1898503
2040,"Thailand",26821962.7904011
2041,"Thailand",27548813.0331752
2042,"Thailand",28295407.8639237
2043,"Thailand",29062204.5257363
2044,"Thailand",29849784.9643639
2045,"Thailand",30658731.1255573
2046,"Thailand",31489583.3875138
2047,"Thailand",32342923.695984
2048,"Thailand",33219417.1318262
2049,"Thailand",34119687.2083448
2050,"Thailand",35044315.8712905
2051,"Thailand",35994009.7690751
2052,"Thailand",36962159.6606714
2053,"Thailand",37948848.6811867
2054,"Thailand",38954159.9657283
2055,"Thailand",39978218.216957
2056,"Thailand",41021065.0024264
2057,"Thailand",42082991.295012
2058,"Thailand",43163332.0138557
2059,"Thailand",44263209.4829055
2060,"Thailand",45381792.3510888
2061,"Thailand",46519496.2939419
2062,"Thailand",47676736.9870011
2063,"Thailand",48852683.0791938
2064,"Thailand",50047750.2460563
2065,"Thailand",51261938.4875886
2066,"Thailand",52494832.1282544
2067,"Thailand",53747262.5191263
2068,"Thailand",55018398.3091317
2069,"Thailand",56308655.1738069
2070,"Thailand",57617617.4376156
2071,"Thailand",58945285.1005578
2072,"Thailand",60291242.4870972
2073,"Thailand",61656320.9483064
2074,"Thailand",63039273.4575765
2075,"Thailand",64440931.3659801
2076,"Thailand",65860463.3224446
2077,"Thailand",67297869.32697
2078,"Thailand",68753149.3795563
2079,"Thailand",70225887.8046672
2080,"Thailand",71715668.9267664
2081,"Thailand",73222908.4213902
2082,"Thailand",74746774.937466
2083,"Thailand",76287268.4749938
2084,"Thailand",77843973.3584373
2085,"Thailand",79416473.9122602
2086,"Thailand",81004770.1364625
2087,"Thailand",82522401.5194938
2088,"Thailand",83963548.6038459
2089,"Thailand",85324054.6341558
2090,"Thailand",86598100.1529153
2091,"Thailand",87781528.4047614
2092,"Thailand",88870182.6343311
2093,"Thailand",89859490.4107251
2094,"Thailand",90746126.329653
2095,"Thailand",91526349.3112881
2096,"Thailand",92197665.3024126
2097,"Thailand",92757164.5742724
2098,"Thailand",93202353.0736497
2099,"Thailand",93531568.0983993
2100,"Thailand",93743562.6219123
1995,"Bangkok",1583684
1996,"Bangkok",1712507
1997,"Bangkok",1647548
1998,"Bangkok",1595453
1999,"Bangkok",1653025
2000,"Bangkok",1788031
2001,"Bangkok",1924024
2002,"Bangkok",2004881
2003,"Bangkok",2137261
2004,"Bangkok",2339091
2005,"Bangkok",2539688
2006,"Bangkok",2697241
2007,"Bangkok",2814355
2008,"Bangkok",2928923
2009,"Bangkok",2921083
2010,"Bangkok",3103734
2011,"Bangkok",3352275
2012,"Bangkok",3660056
2013,"Bangkok",3956053
2014,"Bangkok",4204278
2015,"Bangkok",4467778
2016,"Bangkok",4781066
2017,"Bangkok",5071734
2018,"Bangkok",5408930
2019,"Bangkok",5705333
2020,"Bangkok",5270460
1995,"Nonthaburi",60242
1996,"Nonthaburi",63902
1997,"Nonthaburi",65689
1998,"Nonthaburi",71978
1999,"Nonthaburi",70595
2000,"Nonthaburi",74094
2001,"Nonthaburi",78705
2002,"Nonthaburi",84586
2003,"Nonthaburi",91504
2004,"Nonthaburi",102551
2005,"Nonthaburi",118302
2006,"Nonthaburi",132391
2007,"Nonthaburi",142615
2008,"Nonthaburi",152788
2009,"Nonthaburi",163886
2010,"Nonthaburi",177413
2011,"Nonthaburi",176592
2012,"Nonthaburi",199006
2013,"Nonthaburi",221843
2014,"Nonthaburi",253336
2015,"Nonthaburi",272336
2016,"Nonthaburi",289477
2017,"Nonthaburi",317215
2018,"Nonthaburi",326422
2019,"Nonthaburi",350022
2020,"Nonthaburi",344982
1995,"Samut Prakan",199560
1996,"Samut Prakan",212829
1997,"Samut Prakan",216603
1998,"Samut Prakan",257295
1999,"Samut Prakan",277892
2000,"Samut Prakan",301059
2001,"Samut Prakan",324357
2002,"Samut Prakan",355401
2003,"Samut Prakan",360714
2004,"Samut Prakan",388815
2005,"Samut Prakan",413321
2006,"Samut Prakan",452179
2007,"Samut Prakan",572923
2008,"Samut Prakan",591130
2009,"Samut Prakan",536746
2010,"Samut Prakan",662249
2011,"Samut Prakan",602198
2012,"Samut Prakan",701302
2013,"Samut Prakan",655860
2014,"Samut Prakan",666003
2015,"Samut Prakan",687473
2016,"Samut Prakan",702885
2017,"Samut Prakan",729739
2018,"Samut Prakan",794895
2019,"Samut Prakan",773586
2020,"Samut Prakan",641628
1995,"Rest of Thailand",2374126
1996,"Rest of Thailand",2649369
1997,"Rest of Thailand",2780469
1998,"Rest of Thailand",2776827
1999,"Rest of Thailand",2788315
2000,"Rest of Thailand",2906637
2001,"Rest of Thailand",3017918
2002,"Rest of Thailand",3324709
2003,"Rest of Thailand",3727824
2004,"Rest of Thailand",4123824
2005,"Rest of Thailand",4543102
2006,"Rest of Thailand",5118836
2007,"Rest of Thailand",5546410
2008,"Rest of Thailand",6034088
2009,"Rest of Thailand",6036949
2010,"Rest of Thailand",6864746
2011,"Rest of Thailand",7175842
2012,"Rest of Thailand",7796980
2013,"Rest of Thailand",8081403
2014,"Rest of Thailand",8106689
2015,"Rest of Thailand",8315891
2016,"Rest of Thailand",8816909
2017,"Rest of Thailand",9369976
2018,"Rest of Thailand",9843093
2019,"Rest of Thailand",10063469
2020,"Rest of Thailand",9379821
1990,"Thailand",2263478
1991,"Thailand",2583487
1992,"Thailand",2935639
1993,"Thailand",3263429
1994,"Thailand",3689091
1995,"Thailand",4217612
1996,"Thailand",4638607
1997,"Thailand",4710309
1998,"Thailand",4701553
1999,"Thailand",4789827
2000,"Thailand",5069821
2001,"Thailand",5345004
2002,"Thailand",5769577
2003,"Thailand",6317303
2004,"Thailand",6954281
2005,"Thailand",7614413
2006,"Thailand",8400647
2007,"Thailand",9076303
2008,"Thailand",9706929
2009,"Thailand",9658664
2010,"Thailand",10808142
2011,"Thailand",11306907
2012,"Thailand",12357344
2013,"Thailand",12915159
2014,"Thailand",13230306
2015,"Thailand",13743478
2016,"Thailand",14590337
2017,"Thailand",15488664
2018,"Thailand",16373340
2019,"Thailand",16892410
2020,"Thailand",15636891
