year,region,value
2005,Samut Prakan,11981.63
2006,Samut Prakan,12456.32
2007,Samut Prakan,15341.01
2008,Samut Prakan,14812.45
2009,Samut Prakan,13183.31
2010,Samut Prakan,15994.54
2011,Samut Prakan,14056.94
2012,Samut Prakan,15963.51
2013,Samut Prakan,14707.98
2014,Samut Prakan,14371.31
2015,Samut Prakan,14485.37
2016,Samut Prakan,14391.18
2017,Samut Prakan,14717.29
2018,Samut Prakan,15688.26
2019,Samut Prakan,15192.1
2020,Samut Prakan,12677.22
2021,Samut Prakan,12832.87
2022,Samut Prakan,13117.94
2023,Samut Prakan,13378.05
2024,Samut Prakan,13611.4
2025,Samut Prakan,13843.09
2026,Samut Prakan,14086.49
2027,Samut Prakan,14342.01
2028,Samut Prakan,14594.5
2029,Samut Prakan,14837.81
2030,Samut Prakan,15093.28
2031,Samut Prakan,15358.44
2032,Samut Prakan,15635.22
2033,Samut Prakan,15927.23
2034,Samut Prakan,16227.38
2035,Samut Prakan,16542.43
2036,Samut Prakan,16789.01
2037,Samut Prakan,17043.43
2038,Samut Prakan,17306.01
2039,Samut Prakan,17577.07
2040,Samut Prakan,17856.95
2041,Samut Prakan,18345.84
2042,Samut Prakan,18841.98
2043,Samut Prakan,19345.23
2044,Samut Prakan,19855.44
2045,Samut Prakan,20375.9
2046,Samut Prakan,20908.53
2047,Samut Prakan,21453.48
2048,Samut Prakan,22010.84
2049,Samut Prakan,22580.65
2050,Samut Prakan,23162.93
2051,Samut Prakan,23759.62
2052,Samut Prakan,24370.83
2053,Samut Prakan,24996.59
2054,Samut Prakan,25636.84
2055,Samut Prakan,26291.5
2056,Samut Prakan,26960.54
2057,Samut Prakan,27643.87
2058,Samut Prakan,28341.13
2059,Samut Prakan,29051.9
2060,Samut Prakan,29775.71
2061,Samut Prakan,30512.19
2062,Samut Prakan,31261.08
2063,Samut Prakan,32021.94
2064,Samut Prakan,32794.39
2065,Samut Prakan,33578
2066,Samut Prakan,34372.32
2067,Samut Prakan,35176.91
2068,Samut Prakan,35991.19
2069,Samut Prakan,36814.57
2070,Samut Prakan,37646.43
2071,Samut Prakan,38483.12
2072,Samut Prakan,39324.04
2073,Samut Prakan,40168.75
2074,Samut Prakan,41016.99
2075,Samut Prakan,41868.44
2076,Samut Prakan,42722.57
2077,Samut Prakan,43578.84
2078,Samut Prakan,44437.09
2079,Samut Prakan,45297.27
2080,Samut Prakan,46159.27
2081,Samut Prakan,47022.72
2082,Samut Prakan,47887.1
2083,Samut Prakan,48752.05
2084,Samut Prakan,49617.18
2085,Samut Prakan,50482.02
2086,Samut Prakan,51346.02
2087,Samut Prakan,52208.49
2088,Samut Prakan,53068.73
2089,Samut Prakan,53925.93
2090,Samut Prakan,54779.17
2091,Samut Prakan,55627.49
2092,Samut Prakan,56469.78
2093,Samut Prakan,57304.82
2094,Samut Prakan,58131.29
2095,Samut Prakan,58947.77
2096,Samut Prakan,59752.62
2097,Samut Prakan,60544.15
2098,Samut Prakan,61320.44
2099,Samut Prakan,62079.48
2100,Samut Prakan,62819.05
1995,Rest of Thailand,1910.02
1996,Rest of Thailand,2036.26
1997,Rest of Thailand,2030.83
1998,Rest of Thailand,1847.02
1999,Rest of Thailand,1940.88
2000,Rest of Thailand,1992.24
2001,Rest of Thailand,2019.67
2002,Rest of Thailand,2150.83
2003,Rest of Thailand,2336.44
2004,Rest of Thailand,2519.22
2005,Rest of Thailand,2593.86
2006,Rest of Thailand,2729.16
2007,Rest of Thailand,2864.46
2008,Rest of Thailand,2930.66
2009,Rest of Thailand,2938.96
2010,Rest of Thailand,3134.13
2011,Rest of Thailand,3129.76
2012,Rest of Thailand,3313.73
2013,Rest of Thailand,3348.34
2014,Rest of Thailand,3310.22
2015,Rest of Thailand,3354.74
2016,Rest of Thailand,3449.31
2017,Rest of Thailand,3575.2
2018,Rest of Thailand,3686.48
2019,Rest of Thailand,3723.5
2020,Rest of Thailand,3555.32
2021,Rest of Thailand,3610.46
2022,Rest of Thailand,3749.05
2023,Rest of Thailand,3908.56
2024,Rest of Thailand,4058.3
2025,Rest of Thailand,4209.77
2026,Rest of Thailand,4369.46
2027,Rest of Thailand,4537.92
2028,Rest of Thailand,4709.56
2029,Rest of Thailand,4879.72
2030,Rest of Thailand,5059.2
2031,Rest of Thailand,5246.95
2032,Rest of Thailand,5444.23
2033,Rest of Thailand,5653.51
2034,Rest of Thailand,5870.98
2035,Rest of Thailand,6100.41
2036,Rest of Thailand,6313.72
2037,Rest of Thailand,6538.21
2038,Rest of Thailand,6780.33
2039,Rest of Thailand,7035.24
2040,Rest of Thailand,7303.91
2041,Rest of Thailand,7579.96
2042,Rest of Thailand,7867.54
2043,Rest of Thailand,8167.11
2044,Rest of Thailand,8479.12
2045,Rest of Thailand,8805.54
2046,Rest of Thailand,9147.82
2047,Rest of Thailand,9506.7
2048,Rest of Thailand,9882.93
2049,Rest of Thailand,10277.27
2050,Rest of Thailand,10690.51
2051,Rest of Thailand,11121.67
2052,Rest of Thailand,11568.22
2053,Rest of Thailand,12030.57
2054,Rest of Thailand,12509.08
2055,Rest of Thailand,13004.13
2056,Rest of Thailand,13516.09
2057,Rest of Thailand,14045.35
2058,Rest of Thailand,14592.14
2059,Rest of Thailand,15156.67
2060,Rest of Thailand,15739.1
2061,Rest of Thailand,16339.69
2062,Rest of Thailand,16958.69
2063,Rest of Thailand,17596.32
2064,Rest of Thailand,18252.77
2065,Rest of Thailand,18928.25
2066,Rest of Thailand,19622.92
2067,Rest of Thailand,20336.97
2068,Rest of Thailand,21070.5
2069,Rest of Thailand,21823.57
2070,Rest of Thailand,22596.25
2071,Rest of Thailand,23388.51
2072,Rest of Thailand,24200.52
2073,Rest of Thailand,25032.55
2074,Rest of Thailand,25884.99
2075,Rest of Thailand,26758.22
2076,Rest of Thailand,27652.46
2077,Rest of Thailand,28567.96
2078,Rest of Thailand,29505.18
2079,Rest of Thailand,30464.73
2080,Rest of Thailand,31447.13
2081,Rest of Thailand,32452.79
2082,Rest of Thailand,33482.01
2083,Rest of Thailand,34535.18
2084,Rest of Thailand,35612.71
2085,Rest of Thailand,36714.93
2086,Rest of Thailand,37842.14
2087,Rest of Thailand,38944.92
2088,Rest of Thailand,40019.52
2089,Rest of Thailand,41062.05
2090,Rest of Thailand,42068.6
2091,Rest of Thailand,43035.25
2092,Rest of Thailand,43958.05
2093,Rest of Thailand,44833.02
2094,Rest of Thailand,45656.22
2095,Rest of Thailand,46423.75
2096,Rest of Thailand,47131.68
2097,Rest of Thailand,47776.25
2098,Rest of Thailand,48353.69
2099,Rest of Thailand,48860.4
2100,Rest of Thailand,49292.88
1990,Thailand,2070.541
1991,Thailand,2219.295
1992,Thailand,2401.656
1993,Thailand,2584.317
1994,Thailand,2755.122
1995,Thailand,2960.563
1996,Thailand,3093.771
1997,Thailand,2973.949
1998,Thailand,2717.872
1999,Thailand,2833.129
2000,Thailand,2948.972
2001,Thailand,3029.482
2002,Thailand,3190.624
2003,Thailand,3404.831
2004,Thailand,3683.567
2005,Thailand,3810.495
2006,Thailand,3973.649
2007,Thailand,4175.697
2008,Thailand,4224.204
2009,Thailand,4186.094
2010,Thailand,4475.726
2011,Thailand,4499.399
2012,Thailand,4796.784
2013,Thailand,4900.662
2014,Thailand,4923.167
2015,Thailand,5030.773
2016,Thailand,5187.61
2017,Thailand,5383.351
2018,Thailand,5591.634
2019,Thailand,5699.508
2020,Thailand,5376.462
2021,Thailand,5463.747
2022,Thailand,5669.02
2023,Thailand,5862.782
2024,Thailand,6047.219
2025,Thailand,6233.146
2026,Thailand,6426.642
2027,Thailand,6628.232
2028,Thailand,6833.151
2029,Thailand,7036.457
2030,Thailand,7248.273
2031,Thailand,7467.547
2032,Thailand,7695.427
2033,Thailand,7934.29
2034,Thailand,8180.407
2035,Thailand,8437.282
2036,Thailand,8682.758
2037,Thailand,8938.849
2038,Thailand,9212.989
2039,Thailand,9499.195
2040,Thailand,9798.391
2041,Thailand,10107
2042,Thailand,10425.329
2043,Thailand,10753.683
2044,Thailand,11092.38
2045,Thailand,11443.673
2046,Thailand,11809.119
2047,Thailand,12189.3
2048,Thailand,12584.803
2049,Thailand,12996.215
2050,Thailand,13424.137
2051,Thailand,13869.202
2052,Thailand,14329.205
2053,Thailand,14804.471
2054,Thailand,15295.292
2055,Thailand,15801.942
2056,Thailand,16324.743
2057,Thailand,16863.973
2058,Thailand,17419.771
2059,Thailand,17992.216
2060,Thailand,18581.373
2061,Thailand,19187.377
2062,Thailand,19810.404
2063,Thailand,20450.556
2064,Thailand,21107.94
2065,Thailand,21782.648
2066,Thailand,22474.77
2067,Thailand,23184.373
2068,Thailand,23911.462
2069,Thailand,24655.997
2070,Thailand,25417.953
2071,Thailand,26197.357
2072,Thailand,26994.317
2073,Thailand,27809.051
2074,Thailand,28641.9
2075,Thailand,29493.19
2076,Thailand,30363.085
2077,Thailand,31251.766
2078,Thailand,32159.665
2079,Thailand,33087.337
2080,Thailand,34035.282
2081,Thailand,35003.837
2082,Thailand,35993.231
2083,Thailand,37003.809
2084,Thailand,38035.918
2085,Thailand,39089.823
2086,Thailand,40165.751
2087,Thailand,41220.769
2088,Thailand,42251.556
2089,Thailand,43254.69
2090,Thailand,44226.686
2091,Thailand,45164.065
2092,Thailand,46063.282
2093,Thailand,46920.773
2094,Thailand,47732.983
2095,Thailand,48496.375
2096,Thailand,49207.371
2097,Thailand,49862.52
2098,Thailand,50458.327
2099,Thailand,50991.453
2100,Thailand,51458.589
