Units,scenario,region,sector,input,year,value
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2015,0.00695466
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2020,0.00748183
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2025,0.00840838
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2030,0.00935
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2035,0.01022
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2040,0.0110544
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2045,0.0117202
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2050,0.0122204
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2055,0.0129162
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2060,0.0134928
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2065,0.0139649
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2070,0.0143199
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2075,0.014595
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2080,0.0148131
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2085,0.0150013
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2090,0.0151647
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2095,0.0153111
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2100,0.0154316
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2005,5.59974e-06
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2010,2.23009e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2015,2.88985e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2020,3.36291e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2025,3.90504e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2030,4.63393e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2035,5.44983e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2040,6.29515e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2045,7.2294e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2050,8.05708e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2055,8.84729e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2060,9.67e-05
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2065,0.00010434
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2070,0.00011271
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2075,0.00012041
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2080,0.000125817
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2085,0.000132404
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2090,0.000140109
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2095,0.000149348
EJ,Ref_cities,KualaLumpur,trn_freight,electricity,2100,0.000160012
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,1975,2.09857e-05
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,1990,0.0001540009
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2005,0.00016959256
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2010,0.0002006081
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2015,0.000651067
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2020,0.000689506
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2025,0.000805348
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2030,0.000953617
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2035,0.001123716
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2040,0.001304431
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2045,0.001504754
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2050,0.001696223
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2055,0.001870151
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2060,0.002031485
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2065,0.002187949
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2070,0.002336045
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2075,0.002486328
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2080,0.002640795
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2085,0.00281194
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2090,0.00299548
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2095,0.00319442
EJ,Ref_cities,KualaLumpur,trn_freight,refined liquids,2100,0.00340262
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2020,2.39821305e-07
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2025,1.351704979e-06
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2030,5.751587088e-06
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2035,1.3322590806e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2040,2.143108469e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2045,3.215845099e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2050,4.57452836e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2055,5.64646106e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2060,6.46248271e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2065,7.0462996e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2070,7.5271208e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2075,7.9877118e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2080,8.2989095e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2085,8.5647478e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2090,8.8437125e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2095,9.213795e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,electricity,2100,9.7264883e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2020,0.0002039161
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2025,0.00057981014
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2030,0.00111004566
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2035,0.00188023888
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2040,0.00244724774
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2045,0.0031290321
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2050,0.0039394984
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2055,0.0048596743
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2060,0.0058639196
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2065,0.0069308101
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2070,0.0080595158
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2075,0.0092642901
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2080,0.0105318367
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2085,0.0118604574
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2090,0.0131930616
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2095,0.014531485
EJ,Ref_cities,KualaLumpur,trn_freight_road,gas,2100,0.015861864
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,1975,0.001575576
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,1990,0.004296707
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2005,0.012003877
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2010,0.012912629
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2015,0.01822534
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2020,0.019798921
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2025,0.021767556
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2030,0.023282229
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2035,0.024084221
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2040,0.025722882
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2045,0.027259405
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2050,0.028804806
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2055,0.03053308
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2060,0.032335211
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2065,0.034054331
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2070,0.035609755
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2075,0.037052354
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2080,0.038534182
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2085,0.040174765
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2090,0.042035131
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2095,0.044111286
EJ,Ref_cities,KualaLumpur,trn_freight_road,refined liquids,2100,0.046409732
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2005,4.99993e-06
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2010,2.01998e-05
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2015,2.61997e-05
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2020,5.3241e-05
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2025,9.03619e-05
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2030,0.0001423769
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2035,0.0002111474
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2040,0.0003083691
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2045,0.0004256606
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2050,0.0005590086
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2055,0.0006792259
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2060,0.0008035181
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2065,0.0009282485
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2070,0.0010565276
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2075,0.0011813579
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2080,0.001297595
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2085,0.001415188
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2090,0.0015333449
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2095,0.0016525428
EJ,Ref_cities,KualaLumpur,trn_pass,electricity,2100,0.0017720855
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,1975,5.96088e-05
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,1990,0.0001553959
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2005,0.000468493
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2010,0.000534095
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2015,0.000722793
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2020,0.000791105
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2025,0.000893242
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2030,0.000997972
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2035,0.001097109
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2040,0.001179867
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2045,0.00124247
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2050,0.001287966
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2055,0.00134044
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2060,0.001378602
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2065,0.001406808
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2070,0.001426422
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2075,0.001437901
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2080,0.001443179
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2085,0.001443924
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2090,0.001440692
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2095,0.001434613
EJ,Ref_cities,KualaLumpur,trn_pass,refined liquids,2100,0.00142551
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2020,8.41641e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2025,0.0002121162
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2030,0.000394326
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2035,0.0004827314
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2040,0.000513125
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2045,0.000507751
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2050,0.000503905
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2055,0.000500623
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2060,0.000497062
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2065,0.000489436
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2070,0.000472947
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2075,0.000452615
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2080,0.000430441
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2085,0.000408952
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2090,0.0003880102
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2095,0.000368332
EJ,Ref_cities,KualaLumpur,trn_pass_road,electricity,2100,0.0003500301
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2005,0.000111993
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2010,0.000291185
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2015,0.000311184
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2020,0.000624286
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2025,0.000857913
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2030,0.001015183
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2035,0.001152215
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2040,0.00129557
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2045,0.001460742
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2050,0.001629064
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2055,0.00181255
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2060,0.002004557
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2065,0.002183513
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2070,0.002308635
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2075,0.002402832
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2080,0.002474391
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2085,0.00253029
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2090,0.002567903
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2095,0.002591212
EJ,Ref_cities,KualaLumpur,trn_pass_road,gas,2100,0.00260314
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,1975,0.000500326
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,1990,0.0013632
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2005,0.00380878
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2010,0.00409679
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2015,0.0057829
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2020,0.00729915
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2025,0.00754254
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2030,0.00575834
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2035,0.00489711
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2040,0.00448586
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2045,0.004256278
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2050,0.004101255
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2055,0.004018266
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2060,0.003961934
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2065,0.003894365
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2070,0.003754265
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2075,0.003586833
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2080,0.003411864
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2085,0.003245882
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2090,0.003084299
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2095,0.002929183
EJ,Ref_cities,KualaLumpur,trn_pass_road,refined liquids,2100,0.002782356
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2020,9.17658e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2025,0.000146409
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2030,0.00023873
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2035,0.000303895
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2040,0.000366666
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2045,0.000422443
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2050,0.000465724
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2055,0.000473789
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2060,0.000485732
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2065,0.000493274
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2070,0.00050642
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2075,0.000525318
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2080,0.000529574
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2085,0.000534725
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2090,0.000544105
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2095,0.000551591
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,electricity,2100,0.000538146
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2005,1.07989e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2010,2.8197e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2015,3.00968e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2020,0.00018059
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2025,0.000269857
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2030,0.000413973
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2035,0.000505926
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2040,0.000573137
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2045,0.000651129
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2050,0.000727477
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2055,0.000753836
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2060,0.000776366
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2065,0.00078447
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2070,0.000797496
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2075,0.000812692
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2080,0.000825987
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2085,0.000815039
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2090,0.000782675
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2095,0.000747129
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,gas,2100,0.000727811
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,1975,0.000991304
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,1990,0.00270117
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2005,0.0075469
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2010,0.00811763
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2015,0.0114585
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2020,0.00813382
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2025,0.00639422
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2030,0.00638769
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2035,0.00573756
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2040,0.00496162
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2045,0.00437586
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2050,0.00385332
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2055,0.0035872
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2060,0.00329726
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2065,0.00302803
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2070,0.00280913
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2075,0.00262353
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2080,0.00248048
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2085,0.00232621
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2090,0.0021761
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2095,0.00204164
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,refined liquids,2100,0.00196795
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2025,1.2131646e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2030,6.1145313e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2035,8.6746364e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2040,0.000101448707
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2045,0.000100628019
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2050,9.7644507e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2055,9.3626003e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2060,9.0243851e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2065,8.7176186e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2070,8.5712262e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2075,8.5159228e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2080,8.4090547e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2085,8.2206153e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2090,8.0215768e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2095,7.837976e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,electricity,2100,7.6657248e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2005,0.0001011796
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2010,0.0002629477
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2015,0.0002810429
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2020,0.000219282
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2025,0.0001937782
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2030,0.0001854496
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2035,0.00017725595
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2040,0.0001722044
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2045,0.00018252946
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2050,0.00019739117
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2055,0.00021915638
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2060,0.00023749648
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2065,0.00025440028
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2070,0.00027400792
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2075,0.00029695621
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2080,0.00031902572
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2085,0.00033683899
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2090,0.00035267967
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2095,0.00036719091
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,gas,2100,0.00037945768
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2025,1.1030746e-08
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2030,1.08559215e-07
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2035,2.56154393e-07
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2040,5.03922508e-07
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2045,8.27607849e-07
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2050,1.42010363e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2055,1.918096e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2060,2.18893744e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2065,2.30659289e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2070,2.35112573e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2075,2.36850116e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2080,2.38088981e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2085,2.37313387e-06
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,hydrogen,2090,2.36220169e-06
