Units,scenario,region,sector,input,year,value
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2075,0.101531
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2080,0.096448
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2085,0.0938492
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2090,0.0935932
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2095,0.0954491
EJ,Ref_cities,KualaLumpur,industrial energy use,electricity,2100,0.0991448
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,1990,0.00865429
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2005,0.0944791
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2010,0.0552253
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2015,0.0842042
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2020,0.0893905
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2025,0.0947243
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2030,0.0991299
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2035,0.101238
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2040,0.101969
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2045,0.103664
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2050,0.106054
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2055,0.108813
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2060,0.110339
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2065,0.111499
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2070,0.109871
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2075,0.109634
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2080,0.113456
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2085,0.114379
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2090,0.112318
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2095,0.108577
EJ,Ref_cities,KualaLumpur,industrial energy use,gas,2100,0.104104
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2020,0.000149448
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2025,0.0003377442
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2030,0.0005489035
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2035,0.000784697
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2040,0.001050269
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2045,0.001362914
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2050,0.001763571
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2055,0.001935075
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2060,0.002079015
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2065,0.002244479
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2070,0.002317943
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2075,0.002420929
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2080,0.002652097
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2085,0.002855897
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2090,0.003057326
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2095,0.003224554
EJ,Ref_cities,KualaLumpur,industrial energy use,hydrogen,2100,0.003215522
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,1975,0.0106806
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,1990,0.0222228
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2005,0.0368355
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2010,0.0345283
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2015,0.027714
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2020,0.0257027
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2025,0.028796
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2030,0.0308736
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2035,0.0331561
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2040,0.0355883
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2045,0.0377239
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2050,0.0407835
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2055,0.0429355
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2060,0.0434531
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2065,0.0441987
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2070,0.0435432
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2075,0.0432701
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2080,0.045028
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2085,0.0465257
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2090,0.0479332
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2095,0.0488048
EJ,Ref_cities,KualaLumpur,industrial energy use,refined liquids,2100,0.0495197
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,1990,0.00288709
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2005,0.00873548
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2010,0.00914982
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2015,0.0283687
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2020,0.0325406
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2025,0.0365782
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2030,0.0411417
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2035,0.0455608
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2040,0.0495761
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2045,0.0535137
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2050,0.0569065
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2055,0.0603845
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2060,0.0639299
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2065,0.0670528
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2070,0.0699215
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2075,0.072616
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2080,0.0748872
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2085,0.0767973
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2090,0.0782294
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2095,0.0795995
EJ,Ref_cities,KualaLumpur,industrial feedstocks,gas,2100,0.0807718
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,1990,0.00147019
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2005,0.00423559
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2010,0.0135961
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2015,0.0097672
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2020,0.010444
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2025,0.0121072
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2030,0.013698
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2035,0.0155151
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2040,0.0174759
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2045,0.0193058
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2050,0.0212613
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2055,0.0229465
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2060,0.0242725
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2065,0.0255598
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2070,0.0266441
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2075,0.0275483
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2080,0.0284632
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2085,0.0296396
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2090,0.0311727
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2095,0.0328425
EJ,Ref_cities,KualaLumpur,industrial feedstocks,refined liquids,2100,0.0346398
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,1990,0.00160744
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2005,0.00604697
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2010,0.00931733
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2015,0.0120923
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2020,0.0135678
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2025,0.0158243
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2030,0.0182154
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2035,0.0204438
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2040,0.022368
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2045,0.0236894
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2050,0.0244176
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2055,0.0246691
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2060,0.0244977
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2065,0.0239756
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2070,0.0232795
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2075,0.0224207
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2080,0.0214183
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2085,0.0204418
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2090,0.019441
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2095,0.0184076
EJ,Ref_cities,KualaLumpur,resid cooling,electricity,2100,0.0176151
EJ,Ref_cities,KualaLumpur,resid others,biomass,1990,0.00180409
EJ,Ref_cities,KualaLumpur,resid others,biomass,2005,0.0014319
EJ,Ref_cities,KualaLumpur,resid others,biomass,2010,0.000968804
EJ,Ref_cities,KualaLumpur,resid others,biomass,2015,6.70004e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2020,7.248e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2025,7.59218e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2030,7.36389e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2035,6.75869e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2040,5.84522e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2045,5.09781e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2050,4.69634e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2055,4.32243e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2060,3.86222e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2065,3.49469e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2070,3.04106e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2075,2.70672e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2080,2.61487e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2085,2.45795e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2090,2.24905e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2095,1.99732e-06
EJ,Ref_cities,KualaLumpur,resid others,biomass,2100,1.74e-06
EJ,Ref_cities,KualaLumpur,resid others,electricity,1990,0.000628698
EJ,Ref_cities,KualaLumpur,resid others,electricity,2005,0.002365
EJ,Ref_cities,KualaLumpur,resid others,electricity,2010,0.00364401
EJ,Ref_cities,KualaLumpur,resid others,electricity,2015,0.00472933
EJ,Ref_cities,KualaLumpur,resid others,electricity,2020,0.00644152
EJ,Ref_cities,KualaLumpur,resid others,electricity,2025,0.00830001
EJ,Ref_cities,KualaLumpur,resid others,electricity,2030,0.0106592
EJ,Ref_cities,KualaLumpur,resid others,electricity,2035,0.0132164
EJ,Ref_cities,KualaLumpur,resid others,electricity,2040,0.0157073
EJ,Ref_cities,KualaLumpur,resid others,electricity,2045,0.0179196
EJ,Ref_cities,KualaLumpur,resid others,electricity,2050,0.0196604
EJ,Ref_cities,KualaLumpur,resid others,electricity,2055,0.0211203
EJ,Ref_cities,KualaLumpur,resid others,electricity,2060,0.0223167
EJ,Ref_cities,KualaLumpur,resid others,electricity,2065,0.0231581
EJ,Ref_cities,KualaLumpur,resid others,electricity,2070,0.0238281
EJ,Ref_cities,KualaLumpur,resid others,electricity,2075,0.024199
EJ,Ref_cities,KualaLumpur,resid others,electricity,2080,0.0242554
EJ,Ref_cities,KualaLumpur,resid others,electricity,2085,0.0242869
EJ,Ref_cities,KualaLumpur,resid others,electricity,2090,0.0242477
EJ,Ref_cities,KualaLumpur,resid others,electricity,2095,0.0241489
EJ,Ref_cities,KualaLumpur,resid others,electricity,2100,0.024101
EJ,Ref_cities,KualaLumpur,resid others,gas,1990,1.92999e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2005,3.35e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2010,4.01002e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2015,6.70004e-06
EJ,Ref_cities,KualaLumpur,resid others,gas,2020,7.55783e-06
EJ,Ref_cities,KualaLumpur,resid others,gas,2025,8.96354e-06
EJ,Ref_cities,KualaLumpur,resid others,gas,2030,1.02386e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2035,1.10835e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2040,1.16669e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2045,1.22108e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2050,1.29118e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2055,1.35579e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2060,1.37151e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2065,1.37962e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2070,1.31779e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2075,1.29159e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2080,1.37308e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2085,1.39658e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2090,1.35523e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2095,1.26556e-05
EJ,Ref_cities,KualaLumpur,resid others,gas,2100,1.15474e-05
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,1990,0.00307519
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2005,0.00524591
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2010,0.00475702
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2015,0.00451513
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2020,0.00403758
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2025,0.00440061
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2030,0.00442587
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2035,0.00430292
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2040,0.004139
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2045,0.00392479
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2050,0.00386164
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2055,0.00371882
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2060,0.003403
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2065,0.00314274
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2070,0.00275138
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2075,0.00246891
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2080,0.00242365
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2085,0.00230782
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2090,0.00213527
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2095,0.00190601
EJ,Ref_cities,KualaLumpur,resid others,refined liquids,2100,0.00166844
EJ,Ref_cities,KualaLumpur,resid others,traditional biomass,1990,0.00141239
EJ,Ref_cities,KualaLumpur,resid others,traditional biomass,2005,0.0002342
EJ,Ref_cities,KualaLumpur,resid others,traditional biomass,2010,0.000153701
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,1975,0.000554822
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,1990,0.00139993
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2005,0.00445965
EJ,Ref_cities,KualaLumpur,trn_aviation_intl,refined liquids,2010,0.00528001
