"year","Units","class","value","scenario","region"
1992,"EJ","oil_fuel",0.140006592,"EPPO","Thailand"
1992,"EJ","electricity",0.1758456,"EPPO","Thailand"
1992,"EJ","natural_gas_industry_energy",0.012225456,"EPPO","Thailand"
1992,"EJ","natural_gas_industry_other",0.006447672,"EPPO","Thailand"
1993,"EJ","coal",0.024450912,"EPPO","Thailand"
1993,"EJ","lignite",0.077078988,"EPPO","Thailand"
1993,"EJ","liquefied_petroleum_gas",0.058657068,"EPPO","Thailand"
1993,"EJ","petroleum_premium",0.085703796,"EPPO","Thailand"
1993,"EJ","petroleum_regular",0.067491216,"EPPO","Thailand"
1993,"EJ","petroleum_JP",0.099185292,"EPPO","Thailand"
1993,"EJ","kerosene",0.003684384,"EPPO","Thailand"
1993,"EJ","diesel",0.423871632,"EPPO","Thailand"
1993,"EJ","oil_fuel",0.145993716,"EPPO","Thailand"
1993,"EJ","electricity",0.196863336,"EPPO","Thailand"
1993,"EJ","natural_gas_industry_energy",0.014946876,"EPPO","Thailand"
1993,"EJ","natural_gas_industry_other",0.0062802,"EPPO","Thailand"
1994,"EJ","coal",0.039690864,"EPPO","Thailand"
1994,"EJ","lignite",0.08938818,"EPPO","Thailand"
1994,"EJ","liquefied_petroleum_gas",0.06343002,"EPPO","Thailand"
1994,"EJ","petroleum_premium",0.106637796,"EPPO","Thailand"
1994,"EJ","petroleum_regular",0.067784292,"EPPO","Thailand"
1994,"EJ","petroleum_JP",0.107265816,"EPPO","Thailand"
1994,"EJ","kerosene",0.003893724,"EPPO","Thailand"
1994,"EJ","diesel",0.462473928,"EPPO","Thailand"
1994,"EJ","oil_fuel",0.16558794,"EPPO","Thailand"
1994,"EJ","electricity",0.222905232,"EPPO","Thailand"
1994,"EJ","natural_gas_industry_energy",0.019761696,"EPPO","Thailand"
1994,"EJ","natural_gas_industry_other",0.005317236,"EPPO","Thailand"
1995,"EJ","coal",0.061043544,"EPPO","Thailand"
1995,"EJ","lignite",0.090141804,"EPPO","Thailand"
1995,"EJ","liquefied_petroleum_gas",0.069584616,"EPPO","Thailand"
1995,"EJ","petroleum_premium",0.12748806,"EPPO","Thailand"
1995,"EJ","petroleum_regular",0.068830992,"EPPO","Thailand"
1995,"EJ","petroleum_JP",0.112750524,"EPPO","Thailand"
1995,"EJ","kerosene",0.003433176,"EPPO","Thailand"
1995,"EJ","diesel",0.536412816,"EPPO","Thailand"
1995,"EJ","oil_fuel",0.175929336,"EPPO","Thailand"
1995,"EJ","electricity",0.25162668,"EPPO","Thailand"
1995,"EJ","natural_gas_industry_energy",0.026837388,"EPPO","Thailand"
1995,"EJ","natural_gas_industry_other",0.006782616,"EPPO","Thailand"
1996,"EJ","coal",0.100357596,"EPPO","Thailand"
1996,"EJ","lignite",0.085578192,"EPPO","Thailand"
1996,"EJ","liquefied_petroleum_gas",0.076869648,"EPPO","Thailand"
1996,"EJ","petroleum_premium",0.151059744,"EPPO","Thailand"
1996,"EJ","petroleum_regular",0.064769796,"EPPO","Thailand"
1996,"EJ","petroleum_JP",0.116099964,"EPPO","Thailand"
1996,"EJ","kerosene",0.00334944,"EPPO","Thailand"
1996,"EJ","diesel",0.595739772,"EPPO","Thailand"
1996,"EJ","oil_fuel",0.18066042,"EPPO","Thailand"
1996,"EJ","electricity",0.27925956,"EPPO","Thailand"
1996,"EJ","natural_gas_industry_energy",0.028847052,"EPPO","Thailand"
1996,"EJ","natural_gas_industry_other",0.006866352,"EPPO","Thailand"
1997,"EJ","coal",0.08352666,"EPPO","Thailand"
1997,"EJ","lignite",0.095542776,"EPPO","Thailand"
1997,"EJ","liquefied_petroleum_gas",0.079088652,"EPPO","Thailand"
1997,"EJ","petroleum_premium",0.16789068,"EPPO","Thailand"
1997,"EJ","petroleum_regular",0.06154596,"EPPO","Thailand"
1997,"EJ","petroleum_JP",0.121249728,"EPPO","Thailand"
1997,"EJ","kerosene",0.00293076,"EPPO","Thailand"
1997,"EJ","diesel",0.606541716,"EPPO","Thailand"
1997,"EJ","oil_fuel",0.174547692,"EPPO","Thailand"
1997,"EJ","electricity",0.29684412,"EPPO","Thailand"
1997,"EJ","natural_gas_industry_energy",0.035880876,"EPPO","Thailand"
1997,"EJ","natural_gas_industry_other",0.00795492,"EPPO","Thailand"
1998,"EJ","coal",0.039942072,"EPPO","Thailand"
1998,"EJ","lignite",0.091816524,"EPPO","Thailand"
1998,"EJ","liquefied_petroleum_gas",0.073017792,"EPPO","Thailand"
1998,"EJ","petroleum_premium",0.154995336,"EPPO","Thailand"
1998,"EJ","petroleum_regular",0.068621652,"EPPO","Thailand"
1998,"EJ","petroleum_JP",0.113420412,"EPPO","Thailand"
1998,"EJ","kerosene",0.00188406,"EPPO","Thailand"
1998,"EJ","diesel",0.5411439,"EPPO","Thailand"
1998,"EJ","oil_fuel",0.146203056,"EPPO","Thailand"
1998,"EJ","electricity",0.294080832,"EPPO","Thailand"
1998,"EJ","natural_gas_industry_energy",0.034457364,"EPPO","Thailand"
1998,"EJ","natural_gas_industry_other",0.00648954,"EPPO","Thailand"
1999,"EJ","coal",0.057610368,"EPPO","Thailand"
1999,"EJ","lignite",0.08415468,"EPPO","Thailand"
1999,"EJ","liquefied_petroleum_gas",0.078879312,"EPPO","Thailand"
1999,"EJ","petroleum_premium",0.146161188,"EPPO","Thailand"
1999,"EJ","petroleum_regular",0.073017792,"EPPO","Thailand"
1999,"EJ","petroleum_JP",0.112876128,"EPPO","Thailand"
1999,"EJ","kerosene",0.001758456,"EPPO","Thailand"
1999,"EJ","diesel",0.547549704,"EPPO","Thailand"
1999,"EJ","oil_fuel",0.165252996,"EPPO","Thailand"
1999,"EJ","electricity",0.298686312,"EPPO","Thailand"
1999,"EJ","natural_gas_industry_energy",0.045259308,"EPPO","Thailand"
1999,"EJ","natural_gas_industry_other",0.008415468,"EPPO","Thailand"
2000,"EJ","coal",0.053674776,"EPPO","Thailand"
2000,"EJ","lignite",0.067951764,"EPPO","Thailand"
2000,"EJ","liquefied_petroleum_gas",0.089346312,"EPPO","Thailand"
2000,"EJ","petroleum_premium",0.106889004,"EPPO","Thailand"
2000,"EJ","petroleum_regular",0.104000112,"EPPO","Thailand"
2000,"EJ","petroleum_JP",0.119575008,"EPPO","Thailand"
2000,"EJ","kerosene",0.00167472,"EPPO","Thailand"
2000,"EJ","diesel",0.539762256,"EPPO","Thailand"
2000,"EJ","oil_fuel",0.159056532,"EPPO","Thailand"
2000,"EJ","electricity",0.322341732,"EPPO","Thailand"
2000,"EJ","natural_gas_industry_energy",0.068202972,"EPPO","Thailand"
2000,"EJ","natural_gas_industry_other",0.007913052,"EPPO","Thailand"
2001,"EJ","coal",0.0680355,"EPPO","Thailand"
2001,"EJ","lignite",0.068496048,"EPPO","Thailand"
2001,"EJ","liquefied_petroleum_gas",0.098347932,"EPPO","Thailand"
2001,"EJ","petroleum_premium",0.093616848,"EPPO","Thailand"
2001,"EJ","petroleum_regular",0.120286764,"EPPO","Thailand"
2001,"EJ","petroleum_JP",0.127236852,"EPPO","Thailand"
2001,"EJ","kerosene",0.001925928,"EPPO","Thailand"
2001,"EJ","diesel",0.547172892,"EPPO","Thailand"
2001,"EJ","oil_fuel",0.155204676,"EPPO","Thailand"
2001,"EJ","electricity",0.342019692,"EPPO","Thailand"
2001,"EJ","natural_gas_industry_energy",0.07075692,"EPPO","Thailand"
2001,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2002,"EJ","coal",0.08352666,"EPPO","Thailand"
2002,"EJ","lignite",0.082186884,"EPPO","Thailand"
2002,"EJ","liquefied_petroleum_gas",0.102409128,"EPPO","Thailand"
2002,"EJ","petroleum_premium",0.093114432,"EPPO","Thailand"
2002,"EJ","petroleum_regular",0.13544298,"EPPO","Thailand"
2002,"EJ","petroleum_JP",0.129288384,"EPPO","Thailand"
2002,"EJ","kerosene",0.002763288,"EPPO","Thailand"
2002,"EJ","diesel",0.578992572,"EPPO","Thailand"
2002,"EJ","oil_fuel",0.169104852,"EPPO","Thailand"
2002,"EJ","electricity",0.368354664,"EPPO","Thailand"
2002,"EJ","natural_gas_industry_energy",0.078376896,"EPPO","Thailand"
2002,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2003,"EJ","coal",0.127655532,"EPPO","Thailand"
2003,"EJ","lignite",0.0502416,"EPPO","Thailand"
2003,"EJ","liquefied_petroleum_gas",0.10487934,"EPPO","Thailand"
2003,"EJ","petroleum_premium",0.096212664,"EPPO","Thailand"
2003,"EJ","petroleum_regular",0.14193252,"EPPO","Thailand"
2003,"EJ","petroleum_JP",0.128702232,"EPPO","Thailand"
2003,"EJ","kerosene",0.001214172,"EPPO","Thailand"
2003,"EJ","diesel",0.633086028,"EPPO","Thailand"
2003,"EJ","oil_fuel",0.173835936,"EPPO","Thailand"
2003,"EJ","electricity",0.393307992,"EPPO","Thailand"
2003,"EJ","natural_gas_industry_energy",0.085117644,"EPPO","Thailand"
2003,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2004,"EJ","coal",0.139964724,"EPPO","Thailand"
2004,"EJ","lignite",0.073143396,"EPPO","Thailand"
2004,"EJ","liquefied_petroleum_gas",0.106889004,"EPPO","Thailand"
2004,"EJ","petroleum_premium",0.094496076,"EPPO","Thailand"
2004,"EJ","petroleum_regular",0.144486468,"EPPO","Thailand"
2004,"EJ","petroleum_JP",0.145156356,"EPPO","Thailand"
2004,"EJ","kerosene",0.000795492,"EPPO","Thailand"
2004,"EJ","diesel",0.706564368,"EPPO","Thailand"
2004,"EJ","oil_fuel",0.188866548,"EPPO","Thailand"
2004,"EJ","electricity",0.425630088,"EPPO","Thailand"
2004,"EJ","natural_gas_industry_energy",0.101613636,"EPPO","Thailand"
2004,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2005,"EJ","coal",0.169732872,"EPPO","Thailand"
2005,"EJ","lignite",0.081684468,"EPPO","Thailand"
2005,"EJ","liquefied_petroleum_gas",0.115597548,"EPPO","Thailand"
2005,"EJ","petroleum_premium",0.0900162,"EPPO","Thailand"
2005,"EJ","petroleum_regular",0.136071,"EPPO","Thailand"
2005,"EJ","petroleum_JP",0.146914812,"EPPO","Thailand"
2005,"EJ","kerosene",0.000711756,"EPPO","Thailand"
2005,"EJ","diesel",0.705852612,"EPPO","Thailand"
2005,"EJ","oil_fuel",0.172454292,"EPPO","Thailand"
2005,"EJ","electricity",0.448699356,"EPPO","Thailand"
2005,"EJ","natural_gas_industry_energy",0.102618468,"EPPO","Thailand"
2005,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2006,"EJ","coal",0.18987138,"EPPO","Thailand"
2006,"EJ","lignite",0.055433232,"EPPO","Thailand"
2006,"EJ","liquefied_petroleum_gas",0.134354412,"EPPO","Thailand"
2006,"EJ","petroleum_premium",0.082856772,"EPPO","Thailand"
2006,"EJ","petroleum_regular",0.142225596,"EPPO","Thailand"
2006,"EJ","petroleum_JP",0.154618524,"EPPO","Thailand"
2006,"EJ","kerosene",0.000669888,"EPPO","Thailand"
2006,"EJ","diesel",0.66277044,"EPPO","Thailand"
2006,"EJ","oil_fuel",0.156963132,"EPPO","Thailand"
2006,"EJ","electricity",0.468879732,"EPPO","Thailand"
2006,"EJ","natural_gas_industry_energy",0.110908332,"EPPO","Thailand"
2006,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2007,"EJ","coal",0.230357736,"EPPO","Thailand"
2007,"EJ","lignite",0.039397788,"EPPO","Thailand"
2007,"EJ","liquefied_petroleum_gas",0.153781164,"EPPO","Thailand"
2007,"EJ","petroleum_premium",0.081893808,"EPPO","Thailand"
2007,"EJ","petroleum_regular",0.14695668,"EPPO","Thailand"
2007,"EJ","petroleum_JP",0.168769908,"EPPO","Thailand"
2007,"EJ","kerosene",0.00062802,"EPPO","Thailand"
2007,"EJ","diesel",0.674995896,"EPPO","Thailand"
2007,"EJ","oil_fuel",0.136657152,"EPPO","Thailand"
2007,"EJ","electricity",0.489897468,"EPPO","Thailand"
2007,"EJ","natural_gas_industry_energy",0.13900176,"EPPO","Thailand"
2007,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2008,"EJ","coal",0.270760356,"EPPO","Thailand"
2008,"EJ","lignite",0.038769768,"EPPO","Thailand"
2008,"EJ","liquefied_petroleum_gas",0.180492948,"EPPO","Thailand"
2008,"EJ","petroleum_premium",0.087629724,"EPPO","Thailand"
2008,"EJ","petroleum_regular",0.134480016,"EPPO","Thailand"
2008,"EJ","petroleum_JP",0.15867972,"EPPO","Thailand"
2008,"EJ","kerosene",0.000544284,"EPPO","Thailand"
2008,"EJ","diesel",0.636686676,"EPPO","Thailand"
2008,"EJ","oil_fuel",0.12099852,"EPPO","Thailand"
2008,"EJ","electricity",0.499401504,"EPPO","Thailand"
2008,"EJ","natural_gas_industry_energy",0.167178924,"EPPO","Thailand"
2008,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2009,"EJ","coal",0.283488228,"EPPO","Thailand"
2009,"EJ","lignite",0.03726252,"EPPO","Thailand"
2009,"EJ","liquefied_petroleum_gas",0.182251404,"EPPO","Thailand"
2009,"EJ","petroleum_premium",0.100860012,"EPPO","Thailand"
2009,"EJ","petroleum_regular",0.133893864,"EPPO","Thailand"
2009,"EJ","petroleum_JP",0.151645896,"EPPO","Thailand"
2009,"EJ","kerosene",0.000586152,"EPPO","Thailand"
2009,"EJ","diesel",0.666287352,"EPPO","Thailand"
2009,"EJ","oil_fuel",0.10446066,"EPPO","Thailand"
2009,"EJ","electricity",0.496931292,"EPPO","Thailand"
2009,"EJ","natural_gas_industry_energy",0.203185404,"EPPO","Thailand"
2009,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2010,"EJ","coal",0.287256348,"EPPO","Thailand"
2010,"EJ","lignite",0.03684384,"EPPO","Thailand"
2010,"EJ","liquefied_petroleum_gas",0.200589588,"EPPO","Thailand"
2010,"EJ","petroleum_premium",0.090686088,"EPPO","Thailand"
2010,"EJ","petroleum_regular",0.14067648,"EPPO","Thailand"
2010,"EJ","petroleum_JP",0.161233668,"EPPO","Thailand"
2010,"EJ","kerosene",0.000502416,"EPPO","Thailand"
2010,"EJ","diesel",0.667040976,"EPPO","Thailand"
2010,"EJ","oil_fuel",0.098766612,"EPPO","Thailand"
2010,"EJ","electricity",0.548973216,"EPPO","Thailand"
2010,"EJ","natural_gas_industry_energy",0.241327152,"EPPO","Thailand"
2010,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2011,"EJ","coal",0.27444474,"EPPO","Thailand"
2011,"EJ","lignite",0.05212566,"EPPO","Thailand"
2011,"EJ","liquefied_petroleum_gas",0.216164484,"EPPO","Thailand"
2011,"EJ","petroleum_premium",0.074692512,"EPPO","Thailand"
2011,"EJ","petroleum_regular",0.153990504,"EPPO","Thailand"
2011,"EJ","petroleum_JP",0.1737522,"EPPO","Thailand"
2011,"EJ","kerosene",0.000460548,"EPPO","Thailand"
2011,"EJ","diesel",0.69270606,"EPPO","Thailand"
2011,"EJ","oil_fuel",0.08541072,"EPPO","Thailand"
2011,"EJ","electricity",0.54700542,"EPPO","Thailand"
2011,"EJ","natural_gas_industry_energy",0.303626736,"EPPO","Thailand"
2011,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2012,"EJ","coal",0.292699188,"EPPO","Thailand"
2012,"EJ","lignite",0.029433204,"EPPO","Thailand"
2012,"EJ","liquefied_petroleum_gas",0.236051784,"EPPO","Thailand"
2012,"EJ","petroleum_premium",0.07410636,"EPPO","Thailand"
2012,"EJ","petroleum_regular",0.16621596,"EPPO","Thailand"
2012,"EJ","petroleum_JP",0.174254616,"EPPO","Thailand"
2012,"EJ","kerosene",0.000460548,"EPPO","Thailand"
2012,"EJ","diesel",0.741984696,"EPPO","Thailand"
2012,"EJ","oil_fuel",0.081558864,"EPPO","Thailand"
2012,"EJ","electricity",0.586068264,"EPPO","Thailand"
2012,"EJ","natural_gas_industry_energy",0.353533392,"EPPO","Thailand"
2012,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2013,"EJ","coal",0.264522024,"EPPO","Thailand"
2013,"EJ","lignite",0.032405832,"EPPO","Thailand"
2013,"EJ","liquefied_petroleum_gas",0.238605732,"EPPO","Thailand"
2013,"EJ","petroleum_premium",0.148128984,"EPPO","Thailand"
2013,"EJ","petroleum_regular",0.107475156,"EPPO","Thailand"
2013,"EJ","petroleum_JP",0.190373796,"EPPO","Thailand"
2013,"EJ","kerosene",0.000376812,"EPPO","Thailand"
2013,"EJ","diesel",0.75236796,"EPPO","Thailand"
2013,"EJ","oil_fuel",0.073227132,"EPPO","Thailand"
2013,"EJ","electricity",0.594065052,"EPPO","Thailand"
2013,"EJ","natural_gas_industry_energy",0.362618748,"EPPO","Thailand"
2013,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2014,"EJ","coal",0.3223836,"EPPO","Thailand"
2014,"EJ","lignite",0.024785856,"EPPO","Thailand"
2014,"EJ","liquefied_petroleum_gas",0.236470464,"EPPO","Thailand"
2014,"EJ","petroleum_premium",0.153195012,"EPPO","Thailand"
2014,"EJ","petroleum_regular",0.112122504,"EPPO","Thailand"
2014,"EJ","petroleum_JP",0.188657208,"EPPO","Thailand"
2014,"EJ","kerosene",0.000376812,"EPPO","Thailand"
2014,"EJ","diesel",0.760155408,"EPPO","Thailand"
2014,"EJ","oil_fuel",0.067533084,"EPPO","Thailand"
2014,"EJ","electricity",0.610770384,"EPPO","Thailand"
2014,"EJ","natural_gas_industry_energy",0.371745972,"EPPO","Thailand"
2014,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2015,"EJ","coal",0.358641288,"EPPO","Thailand"
2015,"EJ","lignite",0.01130436,"EPPO","Thailand"
2015,"EJ","liquefied_petroleum_gas",0.22336578,"EPPO","Thailand"
2015,"EJ","petroleum_premium",0.175091976,"EPPO","Thailand"
2015,"EJ","petroleum_regular",0.125352792,"EPPO","Thailand"
2015,"EJ","petroleum_JP",0.206492976,"EPPO","Thailand"
2015,"EJ","kerosene",0.000376812,"EPPO","Thailand"
2015,"EJ","diesel",0.790844652,"EPPO","Thailand"
2015,"EJ","oil_fuel",0.07368768,"EPPO","Thailand"
2015,"EJ","electricity",0.63074142,"EPPO","Thailand"
2015,"EJ","natural_gas_industry_energy",0.368145324,"EPPO","Thailand"
2015,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2016,"EJ","coal",0.350393292,"EPPO","Thailand"
2016,"EJ","lignite",0.009797112,"EPPO","Thailand"
2016,"EJ","liquefied_petroleum_gas",0.21122406,"EPPO","Thailand"
2016,"EJ","petroleum_premium",0.203855292,"EPPO","Thailand"
2016,"EJ","petroleum_regular",0.12706938,"EPPO","Thailand"
2016,"EJ","petroleum_JP",0.221356116,"EPPO","Thailand"
2016,"EJ","kerosene",0.000376812,"EPPO","Thailand"
2016,"EJ","diesel",0.816719076,"EPPO","Thailand"
2016,"EJ","oil_fuel",0.0868761,"EPPO","Thailand"
2016,"EJ","electricity",0.660802644,"EPPO","Thailand"
2016,"EJ","natural_gas_industry_energy",0.366889284,"EPPO","Thailand"
2016,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2017,"EJ","coal",0.375095412,"EPPO","Thailand"
2017,"EJ","lignite",0.00711756,"EPPO","Thailand"
2017,"EJ","liquefied_petroleum_gas",0.208544508,"EPPO","Thailand"
2017,"EJ","petroleum_premium",0.22106304,"EPPO","Thailand"
2017,"EJ","petroleum_regular",0.12120786,"EPPO","Thailand"
2017,"EJ","petroleum_JP",0.230776416,"EPPO","Thailand"
2017,"EJ","kerosene",0.000251208,"EPPO","Thailand"
2017,"EJ","diesel",0.838490436,"EPPO","Thailand"
2017,"EJ","oil_fuel",0.082856772,"EPPO","Thailand"
2017,"EJ","electricity",0.671395248,"EPPO","Thailand"
2017,"EJ","natural_gas_industry_energy",0.361237104,"EPPO","Thailand"
2017,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2018,"EJ","coal",0.422155044,"EPPO","Thailand"
2018,"EJ","lignite",0.007619976,"EPPO","Thailand"
2018,"EJ","liquefied_petroleum_gas",0.201468816,"EPPO","Thailand"
2018,"EJ","petroleum_premium",0.240071112,"EPPO","Thailand"
2018,"EJ","petroleum_regular",0.113504148,"EPPO","Thailand"
2018,"EJ","petroleum_JP",0.2428344,"EPPO","Thailand"
2018,"EJ","kerosene",0.000251208,"EPPO","Thailand"
2018,"EJ","diesel",0.851427648,"EPPO","Thailand"
2018,"EJ","oil_fuel",0.086834232,"EPPO","Thailand"
2018,"EJ","electricity",0.675372708,"EPPO","Thailand"
2018,"EJ","natural_gas_industry_energy",0.3652983,"EPPO","Thailand"
2018,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2019,"EJ","coal",0.355124376,"EPPO","Thailand"
2019,"EJ","lignite",0.005903388,"EPPO","Thailand"
2019,"EJ","liquefied_petroleum_gas",0.188866548,"EPPO","Thailand"
2019,"EJ","petroleum_premium",0.257823144,"EPPO","Thailand"
2019,"EJ","petroleum_regular",0.108731196,"EPPO","Thailand"
2019,"EJ","petroleum_JP",0.244802196,"EPPO","Thailand"
2019,"EJ","kerosene",0.000251208,"EPPO","Thailand"
2019,"EJ","diesel",0.887308524,"EPPO","Thailand"
2019,"EJ","oil_fuel",0.077707008,"EPPO","Thailand"
2019,"EJ","electricity",0.676503144,"EPPO","Thailand"
2019,"EJ","natural_gas_industry_energy",0.353868336,"EPPO","Thailand"
2019,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
2020,"EJ","coal",0.401555988,"EPPO","Thailand"
2020,"EJ","lignite",0.003726252,"EPPO","Thailand"
2020,"EJ","liquefied_petroleum_gas",0.171491328,"EPPO","Thailand"
2020,"EJ","petroleum_premium",0.268332012,"EPPO","Thailand"
2020,"EJ","petroleum_regular",0.09378432,"EPPO","Thailand"
2020,"EJ","petroleum_JP",0.093951792,"EPPO","Thailand"
2020,"EJ","kerosene",0.00020934,"EPPO","Thailand"
2020,"EJ","diesel",0.86394618,"EPPO","Thailand"
2020,"EJ","oil_fuel",0.068579784,"EPPO","Thailand"
2020,"EJ","electricity",0.666580428,"EPPO","Thailand"
2020,"EJ","natural_gas_industry_energy",0.314512416,"EPPO","Thailand"
2020,"EJ","natural_gas_industry_other",0,"EPPO","Thailand"
