elec consumption by demand sector,,,,,,,,,,,,,,,,,,,,,,,,,
scenario,region,input,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_bld,comm cooling,0.00502779,0.0155656,0.0208918,0.0232987,0.0256978,0.0266496,0.0275498,0.0281288,0.0286812,0.0289835,0.0290066,0.0285189,0.0276123,0.0263099,0.024738,0.0229146,0.0210404,0.0192095,0.0174443,0.0157954,0.0144414,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_bld,comm others,0.00740806,0.0229347,0.0307825,0.0343288,0.0427887,0.0476648,0.0529175,0.0577272,0.062393,0.0665769,0.0702514,0.0728739,0.074388,0.0745298,0.0735508,0.0713091,0.068524,0.0653532,0.0619572,0.0585281,0.0554925,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_bld,resid cooling,0.00616762,0.0192386,0.0248655,0.0355045,0.0410185,0.0433708,0.0455084,0.0470586,0.0485054,0.0494859,0.0499685,0.0494465,0.0481494,0.0460261,0.0433978,0.0402635,0.0369778,0.0337268,0.0305691,0.0275737,0.0251813,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_bld,resid others,0.00205589,0.00641282,0.00828851,0.0118349,0.0200976,0.0263112,0.03444,0.0435467,0.0530708,0.0614687,0.069073,0.0769263,0.0835184,0.08774,0.0901279,0.0897244,0.0876389,0.084629,0.0810199,0.0771364,0.0735882,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_ind,industrial energy use,0.015882,0.0522956,0.0595692,0.0942586,0.111534,0.123048,0.140906,0.157703,0.171601,0.175302,0.176304,0.184608,0.1973,0.209478,0.229803,0.241842,0.243084,0.245317,0.250945,0.259964,0.272408,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_freight,0,9.40E-06,1.12E-05,2.86E-05,3.58E-05,4.11E-05,4.79E-05,5.52E-05,6.30E-05,7.22E-05,8.22E-05,9.45E-05,1.09E-04,1.26E-04,1.47E-04,1.69E-04,1.94E-04,2.22E-04,2.54E-04,2.92E-04,3.36E-04,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_freight_road,0,0,0,0,5.01E-07,2.38E-06,9.65E-06,2.19E-05,3.54E-05,5.28E-05,7.60E-05,9.74E-05,1.18E-04,1.38E-04,1.60E-04,1.85E-04,2.11E-04,2.39E-04,2.69E-04,3.04E-04,3.48E-04,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_pass,0,8.50E-06,1.02E-05,2.59E-05,5.25E-05,9.32E-05,1.51E-04,2.27E-04,3.40E-04,4.79E-04,6.46E-04,7.98E-04,9.53E-04,0.001104264,0.001247925,0.001370131,0.001473649,0.001554333,0.001611439,0.001645323,0.001658866,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_pass_road,0,0,0,0,1.11E-04,2.72E-04,5.30E-04,6.35E-04,6.55E-04,6.21E-04,5.93E-04,5.59E-04,5.23E-04,4.84E-04,4.42E-04,4.00E-04,3.62E-04,3.29E-04,2.98E-04,2.69E-04,2.43E-04,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_pass_road_LDV,0,0,0,0,1.17E-04,1.70E-04,2.87E-04,3.35E-04,3.74E-04,4.06E-04,4.24E-04,4.01E-04,3.86E-04,3.72E-04,3.60E-04,3.52E-04,3.43E-04,3.30E-04,3.18E-04,3.04E-04,2.79E-04,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Bangkok,elect_td_trn,trn_pass_road_LDV_4W,0,0,0,0,0,1.22E-05,1.09E-04,1.45E-04,1.65E-04,1.61E-04,1.53E-04,1.39E-04,1.29E-04,1.21E-04,1.14E-04,1.09E-04,1.04E-04,9.80E-05,9.15E-05,8.52E-05,7.91E-05,EJ
"Ref,date=2022-17-1T08:00:53-08:00",Nonthaburi,elect_td_bld,comm cooling,2.87E-04,8.90E-04,0.00119458,0.00142063,0.00191056,0.00224469,0.00260303,0.00294301,0.00323911,0.00346203,0.0036103,0.00367162,0.00363982,0.00353372,0.00337604,0.00317016,0.00293961,0.00270165,0.00246487,0.00223487,0.00204591,EJ
