"","year","region","value"
"190",2007,"Rest of Thailand",15.4981898890347
"191",2008,"Thailand",8.68489576760831
"192",2008,"Bangkok",8.68489576760828
"193",2008,"Samut Prakan",8.6848957676083
"194",2008,"Nonthaburi",8.68489576760831
"195",2008,"Rest of Thailand",8.68489576760835
"196",2009,"Thailand",-4.04865534365423
"197",2009,"Bangkok",-4.04865534365423
"198",2009,"Samut Prakan",-4.04865534365422
"199",2009,"Nonthaburi",-4.04865534365424
"200",2009,"Rest of Thailand",-4.04865534365424
"201",2010,"Thailand",19.5701374768357
"202",2010,"Bangkok",19.5701374768357
"203",2010,"Samut Prakan",19.5701374768357
"204",2010,"Nonthaburi",19.5701374768357
"205",2010,"Rest of Thailand",19.5701374768357
"206",2011,"Thailand",6.6622042124121
"207",2011,"Bangkok",10.1217034136508
"208",2011,"Samut Prakan",-7.28803759372928
"209",2011,"Nonthaburi",1.48535180976774
"210",2011,"Rest of Thailand",6.57765764759067
"211",2012,"Thailand",5.26641139967607
"212",2012,"Bangkok",5.16145669352237
"213",2012,"Samut Prakan",12.1693672234474
"214",2012,"Nonthaburi",8.54345632378235
"215",2012,"Rest of Thailand",4.65549924876336
"216",2013,"Thailand",4.0537938526159
"217",2013,"Bangkok",7.61124843957914
"218",2013,"Samut Prakan",-6.89149228864321
"219",2013,"Nonthaburi",10.9846349568084
"220",2013,"Rest of Thailand",3.19143292452759
"221",2014,"Thailand",-4.83491479227892
"222",2014,"Bangkok",-1.27279710021198
"223",2014,"Samut Prakan",-5.66506603712879
"224",2014,"Nonthaburi",6.08614996402585
"225",2014,"Rest of Thailand",-6.81108466715586
"226",2015,"Thailand",-2.56870266341534
"227",2015,"Bangkok",-0.328296053904084
"228",2015,"Samut Prakan",-3.18309758815824
"229",2015,"Nonthaburi",0.82770175885711
"230",2015,"Rest of Thailand",-3.78628173510294
"231",2016,"Thailand",1.7464687353877
"232",2016,"Bangkok",2.56137330357599
"233",2016,"Samut Prakan",-2.01055388201599
"234",2016,"Nonthaburi",1.87313767634211
"235",2016,"Rest of Thailand",1.61509885515472
"236",2017,"Thailand",8.3418372167898
"237",2017,"Bangkok",8.25971331690734
"238",2017,"Samut Prakan",5.94451255270939
"239",2017,"Nonthaburi",11.8102916473721
"240",2017,"Rest of Thailand",8.4636084122083
"241",2018,"Thailand",8.3103056831998
"242",2018,"Bangkok",9.31966928461125
"243",2018,"Samut Prakan",11.2092859093607
"244",2018,"Nonthaburi",5.52581001667335
"245",2018,"Rest of Thailand",7.63249800772155
"246",2019,"Thailand",5.5883990655326
"247",2019,"Bangkok",7.95720036227327
"248",2019,"Samut Prakan",-0.20620032180519
"249",2019,"Nonthaburi",8.19111977692249
"250",2019,"Rest of Thailand",4.66605478714282
"251",2020,"Thailand",3.89999999999999
"252",2020,"Bangkok",3.89999999999998
"253",2020,"Samut Prakan",3.89999999999999
"254",2020,"Nonthaburi",3.89999999999999
"255",2020,"Rest of Thailand",3.9
"256",2021,"Thailand",3.8
"257",2021,"Bangkok",3.80000000000001
"258",2021,"Samut Prakan",3.8
"259",2021,"Nonthaburi",3.80000000000001
"260",2021,"Rest of Thailand",3.79999999999998
"261",2022,"Thailand",3.89999999999999
"262",2022,"Bangkok",3.89999999999999
"263",2022,"Samut Prakan",3.9
"264",2022,"Nonthaburi",3.89999999999999
"265",2022,"Rest of Thailand",3.90000000000002
"266",2023,"Thailand",3.8
"267",2023,"Bangkok",3.80000000000001
"268",2023,"Samut Prakan",3.80000000000001
"269",2023,"Nonthaburi",3.79999999999999
"270",2023,"Rest of Thailand",3.79999999999997
"271",2024,"Thailand",3.89999999999999
"272",2024,"Bangkok",3.89999999999999
"273",2024,"Samut Prakan",3.9
"274",2024,"Nonthaburi",3.89999999999999
"275",2024,"Rest of Thailand",3.90000000000001
"276",2025,"Thailand",3.8
"277",2025,"Bangkok",3.80000000000001
"278",2025,"Samut Prakan",3.80000000000001
"279",2025,"Nonthaburi",3.80000000000001
"280",2025,"Rest of Thailand",3.79999999999998
"281",2026,"Thailand",3.69999999999998
"282",2026,"Bangkok",3.69999999999999
"283",2026,"Samut Prakan",3.69999999999999
"284",2026,"Nonthaburi",3.7
"285",2026,"Rest of Thailand",3.69999999999998
"286",2027,"Thailand",3.79999999999999
"287",2027,"Bangkok",3.80000000000001
"288",2027,"Samut Prakan",3.8
"289",2027,"Nonthaburi",3.80000000000001
"290",2027,"Rest of Thailand",3.79999999999999
"291",2028,"Thailand",3.69999999999999
"292",2028,"Bangkok",3.7
"293",2028,"Samut Prakan",3.69999999999999
"294",2028,"Nonthaburi",3.69999999999999
"295",2028,"Rest of Thailand",3.69999999999997
"296",2029,"Thailand",3.69999999999999
"297",2029,"Bangkok",3.69999999999999
"298",2029,"Samut Prakan",3.69999999999999
"299",2029,"Nonthaburi",3.69999999999999
"300",2029,"Rest of Thailand",3.70000000000002
"301",2030,"Thailand",3.69999999999998
"302",2030,"Bangkok",3.69999999999999
"303",2030,"Samut Prakan",3.7
"304",2030,"Nonthaburi",3.7
"305",2030,"Rest of Thailand",3.69999999999996
"306",2031,"Thailand",3.7
"307",2031,"Bangkok",3.69999999999999
"308",2031,"Samut Prakan",3.69999999999999
"309",2031,"Nonthaburi",3.69999999999999
"310",2031,"Rest of Thailand",3.70000000000001
"311",2032,"Thailand",3.7
"312",2032,"Bangkok",3.69999999999999
"313",2032,"Samut Prakan",3.69999999999999
"314",2032,"Nonthaburi",3.69999999999999
"315",2032,"Rest of Thailand",3.69999999999999
"316",2033,"Thailand",3.69999999999998
"317",2033,"Bangkok",3.69999999999999
"318",2033,"Samut Prakan",3.69999999999999
"319",2033,"Nonthaburi",3.69999999999999
"320",2033,"Rest of Thailand",3.69999999999999
"321",2034,"Thailand",3.6
"322",2034,"Bangkok",3.6
"323",2034,"Samut Prakan",3.60000000000001
"324",2034,"Nonthaburi",3.60000000000001
"325",2034,"Rest of Thailand",3.59999999999998
"326",2035,"Thailand",3.6
"327",2035,"Bangkok",3.6
"328",2035,"Samut Prakan",3.60000000000001
"329",2035,"Nonthaburi",3.60000000000001
"330",2035,"Rest of Thailand",3.60000000000001
"331",2036,"Thailand",3.6
"332",2036,"Bangkok",3.60000000000001
"333",2036,"Samut Prakan",3.60000000000001
"334",2036,"Nonthaburi",3.6
"335",2036,"Rest of Thailand",3.60000000000001
"336",2037,"Thailand",3.6
"337",2037,"Bangkok",3.59999999999999
"338",2037,"Samut Prakan",3.6
"339",2037,"Nonthaburi",3.6
"340",2037,"Rest of Thailand",3.59999999999999
"341",2038,"Thailand",3.6
"342",2038,"Bangkok",3.59999999999999
"343",2038,"Samut Prakan",3.60000000000001
"344",2038,"Nonthaburi",3.6
"345",2038,"Rest of Thailand",3.60000000000001
"346",2039,"Thailand",3.60000000000001
"347",2039,"Bangkok",3.59999999999999
"348",2039,"Samut Prakan",3.59999999999999
"349",2039,"Nonthaburi",3.59999999999999
"350",2039,"Rest of Thailand",3.60000000000001
"351",2040,"Thailand",3.6
"352",2040,"Bangkok",3.60000000000001
"353",2040,"Samut Prakan",3.6
"354",2040,"Nonthaburi",3.6
"355",2040,"Rest of Thailand",3.59999999999999
"356",2041,"Thailand",3.6
"357",2041,"Bangkok",3.60000000000001
"358",2041,"Samut Prakan",3.60000000000001
"359",2041,"Nonthaburi",3.6
"360",2041,"Rest of Thailand",3.59999999999998
"361",2042,"Thailand",3.6
"362",2042,"Bangkok",3.60000000000001
"363",2042,"Samut Prakan",3.6
"364",2042,"Nonthaburi",3.60000000000001
"365",2042,"Rest of Thailand",3.59999999999999
"366",2043,"Thailand",3.6
"367",2043,"Bangkok",3.60000000000001
"368",2043,"Samut Prakan",3.6
"369",2043,"Nonthaburi",3.6
"370",2043,"Rest of Thailand",3.60000000000001
"371",2044,"Thailand",3.6
"372",2044,"Bangkok",3.6
"373",2044,"Samut Prakan",3.6
"374",2044,"Nonthaburi",3.6
"375",2044,"Rest of Thailand",3.60000000000002
"376",2045,"Thailand",3.6
"377",2045,"Bangkok",3.60000000000001
"378",2045,"Samut Prakan",3.6
"379",2045,"Nonthaburi",3.59999999999999
"380",2045,"Rest of Thailand",3.59999999999999
"381",2046,"Thailand",3.6
"382",2046,"Bangkok",3.60000000000001
"383",2046,"Samut Prakan",3.6
"384",2046,"Nonthaburi",3.6
"385",2046,"Rest of Thailand",3.59999999999997
"386",2047,"Thailand",3.6
"387",2047,"Bangkok",3.60000000000001
"388",2047,"Samut Prakan",3.6
"389",2047,"Nonthaburi",3.60000000000001
"390",2047,"Rest of Thailand",3.60000000000002
"391",2048,"Thailand",3.6
"392",2048,"Bangkok",3.6
"393",2048,"Samut Prakan",3.60000000000001
"394",2048,"Nonthaburi",3.6
"395",2048,"Rest of Thailand",3.59999999999999
"396",2049,"Thailand",3.60000000000001
"397",2049,"Bangkok",3.60000000000001
"398",2049,"Samut Prakan",3.60000000000001
"399",2049,"Nonthaburi",3.6
"400",2049,"Rest of Thailand",3.6
"401",2050,"Thailand",3.6
"402",2050,"Bangkok",3.6
"403",2050,"Samut Prakan",3.6
"404",2050,"Nonthaburi",3.60000000000001
"405",2050,"Rest of Thailand",3.6
"406",2051,"Thailand",3.6
"407",2051,"Bangkok",3.6
"408",2051,"Samut Prakan",3.60000000000001
"409",2051,"Nonthaburi",3.6
"410",2051,"Rest of Thailand",3.6
"411",2052,"Thailand",3.6
"412",2052,"Bangkok",3.60000000000001
"413",2052,"Samut Prakan",3.60000000000001
"414",2052,"Nonthaburi",3.6
"415",2052,"Rest of Thailand",3.6
"416",2053,"Thailand",3.6
"417",2053,"Bangkok",3.60000000000001
"418",2053,"Samut Prakan",3.6
"419",2053,"Nonthaburi",3.60000000000001
"420",2053,"Rest of Thailand",3.6
"421",2054,"Thailand",3.60000000000001
"422",2054,"Bangkok",3.60000000000001
"423",2054,"Samut Prakan",3.6
"424",2054,"Nonthaburi",3.60000000000001
"425",2054,"Rest of Thailand",3.60000000000001
"426",2055,"Thailand",3.60000000000001
"427",2055,"Bangkok",3.60000000000001
"428",2055,"Samut Prakan",3.6
"429",2055,"Nonthaburi",3.6
"430",2055,"Rest of Thailand",3.60000000000002
"431",2056,"Thailand",3.60000000000001
"432",2056,"Bangkok",3.60000000000001
"433",2056,"Samut Prakan",3.60000000000001
"434",2056,"Nonthaburi",3.60000000000001
"435",2056,"Rest of Thailand",3.6
"436",2057,"Thailand",3.60000000000001
"437",2057,"Bangkok",3.59999999999999
"438",2057,"Samut Prakan",3.60000000000001
"439",2057,"Nonthaburi",3.6
"440",2057,"Rest of Thailand",3.60000000000002
"441",2058,"Thailand",3.6
"442",2058,"Bangkok",3.59999999999999
"443",2058,"Samut Prakan",3.59999999999999
"444",2058,"Nonthaburi",3.60000000000001
"445",2058,"Rest of Thailand",3.59999999999999
"446",2059,"Thailand",3.6
"447",2059,"Bangkok",3.59999999999999
"448",2059,"Samut Prakan",3.60000000000001
"449",2059,"Nonthaburi",3.6
"450",2059,"Rest of Thailand",3.6
"451",2060,"Thailand",3.6
"452",2060,"Bangkok",3.60000000000001
"453",2060,"Samut Prakan",3.60000000000001
"454",2060,"Nonthaburi",3.6
"455",2060,"Rest of Thailand",3.6
"456",2061,"Thailand",3.6
"457",2061,"Bangkok",3.60000000000001
"458",2061,"Samut Prakan",3.6
"459",2061,"Nonthaburi",3.60000000000001
"460",2061,"Rest of Thailand",3.59999999999999
"461",2062,"Thailand",3.60000000000001
"462",2062,"Bangkok",3.60000000000001
"463",2062,"Samut Prakan",3.6
"464",2062,"Nonthaburi",3.6
"465",2062,"Rest of Thailand",3.6
"466",2063,"Thailand",3.60000000000001
"467",2063,"Bangkok",3.6
"468",2063,"Samut Prakan",3.6
"469",2063,"Nonthaburi",3.59999999999999
"470",2063,"Rest of Thailand",3.60000000000004
"471",2064,"Thailand",3.6
"472",2064,"Bangkok",3.6
"473",2064,"Samut Prakan",3.6
"474",2064,"Nonthaburi",3.59999999999999
"475",2064,"Rest of Thailand",3.59999999999999
"476",2065,"Thailand",3.59999999999999
"477",2065,"Bangkok",3.6
"478",2065,"Samut Prakan",3.60000000000001
"479",2065,"Nonthaburi",3.6
"480",2065,"Rest of Thailand",3.6
"481",2066,"Thailand",3.6
"482",2066,"Bangkok",3.6
"483",2066,"Samut Prakan",3.60000000000001
"484",2066,"Nonthaburi",3.60000000000001
"485",2066,"Rest of Thailand",3.59999999999997
"486",2067,"Thailand",3.6
"487",2067,"Bangkok",3.6
"488",2067,"Samut Prakan",3.6
"489",2067,"Nonthaburi",3.6
"490",2067,"Rest of Thailand",3.60000000000002
"491",2068,"Thailand",3.60000000000001
"492",2068,"Bangkok",3.6
"493",2068,"Samut Prakan",3.6
"494",2068,"Nonthaburi",3.6
"495",2068,"Rest of Thailand",3.60000000000003
"496",2069,"Thailand",3.60000000000001
"497",2069,"Bangkok",3.6
"498",2069,"Samut Prakan",3.6
"499",2069,"Nonthaburi",3.6
"500",2069,"Rest of Thailand",3.60000000000001
"501",2070,"Thailand",3.60000000000001
"502",2070,"Bangkok",3.6
"503",2070,"Samut Prakan",3.60000000000001
"504",2070,"Nonthaburi",3.6
"505",2070,"Rest of Thailand",3.60000000000001
"506",2071,"Thailand",3.60000000000001
"507",2071,"Bangkok",3.6
"508",2071,"Samut Prakan",3.6
"509",2071,"Nonthaburi",3.6
"510",2071,"Rest of Thailand",3.60000000000001
"511",2072,"Thailand",3.6
"512",2072,"Bangkok",3.6
"513",2072,"Samut Prakan",3.6
"514",2072,"Nonthaburi",3.60000000000001
"515",2072,"Rest of Thailand",3.59999999999999
"516",2073,"Thailand",3.6
"517",2073,"Bangkok",3.60000000000001
"518",2073,"Samut Prakan",3.6
"519",2073,"Nonthaburi",3.6
"520",2073,"Rest of Thailand",3.6
"521",2074,"Thailand",3.6
"522",2074,"Bangkok",3.60000000000001
"523",2074,"Samut Prakan",3.6
"524",2074,"Nonthaburi",3.6
"525",2074,"Rest of Thailand",3.6
"526",2075,"Thailand",3.6
"527",2075,"Bangkok",3.6
"528",2075,"Samut Prakan",3.6
"529",2075,"Nonthaburi",3.6
"530",2075,"Rest of Thailand",3.59999999999998
"531",2076,"Thailand",3.60000000000001
"532",2076,"Bangkok",3.60000000000001
"533",2076,"Samut Prakan",3.6
"534",2076,"Nonthaburi",3.6
"535",2076,"Rest of Thailand",3.60000000000002
"536",2077,"Thailand",3.60000000000001
"537",2077,"Bangkok",3.6
"538",2077,"Samut Prakan",3.60000000000001
"539",2077,"Nonthaburi",3.6
"540",2077,"Rest of Thailand",3.60000000000001
"541",2078,"Thailand",3.6
"542",2078,"Bangkok",3.6
"543",2078,"Samut Prakan",3.6
"544",2078,"Nonthaburi",3.6
"545",2078,"Rest of Thailand",3.60000000000002
"546",2079,"Thailand",3.6
"547",2079,"Bangkok",3.6
"548",2079,"Samut Prakan",3.59999999999999
"549",2079,"Nonthaburi",3.6
"550",2079,"Rest of Thailand",3.6
"551",2080,"Thailand",3.60000000000001
"552",2080,"Bangkok",3.6
"553",2080,"Samut Prakan",3.59999999999999
"554",2080,"Nonthaburi",3.60000000000001
"555",2080,"Rest of Thailand",3.59999999999998
"556",2081,"Thailand",3.60000000000001
"557",2081,"Bangkok",3.6
"558",2081,"Samut Prakan",3.6
"559",2081,"Nonthaburi",3.6
"560",2081,"Rest of Thailand",3.60000000000003
"561",2082,"Thailand",3.60000000000001
"562",2082,"Bangkok",3.6
"563",2082,"Samut Prakan",3.6
"564",2082,"Nonthaburi",3.60000000000001
"565",2082,"Rest of Thailand",3.60000000000001
"566",2083,"Thailand",3.6
"567",2083,"Bangkok",3.60000000000001
"568",2083,"Samut Prakan",3.60000000000001
"569",2083,"Nonthaburi",3.60000000000001
"570",2083,"Rest of Thailand",3.60000000000002
"571",2084,"Thailand",3.6
"572",2084,"Bangkok",3.60000000000001
"573",2084,"Samut Prakan",3.6
"574",2084,"Nonthaburi",3.59999999999999
"575",2084,"Rest of Thailand",3.59999999999999
"576",2085,"Thailand",3.6
"577",2085,"Bangkok",3.6
"578",2085,"Samut Prakan",3.60000000000001
"579",2085,"Nonthaburi",3.60000000000001
"580",2085,"Rest of Thailand",3.59999999999999
"581",2086,"Thailand",3.6
"582",2086,"Bangkok",3.60000000000001
"583",2086,"Samut Prakan",3.6
"584",2086,"Nonthaburi",3.6
"585",2086,"Rest of Thailand",3.60000000000001
"586",2087,"Thailand",3.6
"587",2087,"Bangkok",3.60000000000001
"588",2087,"Samut Prakan",3.6
"589",2087,"Nonthaburi",3.60000000000001
"590",2087,"Rest of Thailand",3.6
"591",2088,"Thailand",3.6
"592",2088,"Bangkok",3.6
"593",2088,"Samut Prakan",3.6
"594",2088,"Nonthaburi",3.6
"595",2088,"Rest of Thailand",3.6
"596",2089,"Thailand",3.60000000000001
"597",2089,"Bangkok",3.6
"598",2089,"Samut Prakan",3.60000000000001
"599",2089,"Nonthaburi",3.6
"600",2089,"Rest of Thailand",3.6
"601",2090,"Thailand",3.6
"602",2090,"Bangkok",3.6
"603",2090,"Samut Prakan",3.6
"604",2090,"Nonthaburi",3.6
"605",2090,"Rest of Thailand",3.60000000000003
"606",2091,"Thailand",3.6
"607",2091,"Bangkok",3.6
"608",2091,"Samut Prakan",3.60000000000001
"609",2091,"Nonthaburi",3.6
"610",2091,"Rest of Thailand",3.60000000000001
"611",2092,"Thailand",3.6
"612",2092,"Bangkok",3.6
"613",2092,"Samut Prakan",3.6
"614",2092,"Nonthaburi",3.6
"615",2092,"Rest of Thailand",3.59999999999998
"616",2093,"Thailand",3.6
"617",2093,"Bangkok",3.6
"618",2093,"Samut Prakan",3.60000000000001
"619",2093,"Nonthaburi",3.6
"620",2093,"Rest of Thailand",3.60000000000001
"621",2094,"Thailand",3.60000000000001
"622",2094,"Bangkok",3.6
"623",2094,"Samut Prakan",3.60000000000001
"624",2094,"Nonthaburi",3.60000000000001
"625",2094,"Rest of Thailand",3.60000000000001
"626",2095,"Thailand",3.6
"627",2095,"Bangkok",3.60000000000001
"628",2095,"Samut Prakan",3.60000000000001
"629",2095,"Nonthaburi",3.6
"630",2095,"Rest of Thailand",3.6
"631",2096,"Thailand",3.6
"632",2096,"Bangkok",3.6
"633",2096,"Samut Prakan",3.6
"634",2096,"Nonthaburi",3.6
"635",2096,"Rest of Thailand",3.59999999999999
"636",2097,"Thailand",3.6
"637",2097,"Bangkok",3.59999999999999
"638",2097,"Samut Prakan",3.6
"639",2097,"Nonthaburi",3.60000000000001
"640",2097,"Rest of Thailand",3.60000000000002
"641",2098,"Thailand",3.60000000000001
"642",2098,"Bangkok",3.6
"643",2098,"Samut Prakan",3.6
"644",2098,"Nonthaburi",3.60000000000001
"645",2098,"Rest of Thailand",3.59999999999999
"646",2099,"Thailand",3.6
"647",2099,"Bangkok",3.60000000000001
"648",2099,"Samut Prakan",3.6
"649",2099,"Nonthaburi",3.60000000000001
"650",2099,"Rest of Thailand",3.60000000000001
"651",2100,"Thailand",3.6
"652",2100,"Bangkok",3.60000000000001
"653",2100,"Samut Prakan",3.6
"654",2100,"Nonthaburi",3.60000000000001
"655",2100,"Rest of Thailand",3.6
