"","year","region","value"
"1",1970,"Thailand",NA
"2",1970,"Bangkok",NA
"3",1970,"Samut Prakan",NA
"4",1970,"Nonthaburi",NA
"5",1970,"Rest of Thailand",NA
"6",1971,"Thailand",4.07055699371062
"7",1971,"Bangkok",4.07055699371062
"8",1971,"Samut Prakan",4.07055699371063
"9",1971,"Nonthaburi",4.07055699371062
"10",1971,"Rest of Thailand",4.0705569937106
"11",1972,"Thailand",10.8865698493183
"12",1972,"Bangkok",10.8865698493183
"13",1972,"Samut Prakan",10.8865698493183
"14",1972,"Nonthaburi",10.8865698493183
"15",1972,"Rest of Thailand",10.8865698493183
"16",1973,"Thailand",32.5353431899933
"17",1973,"Bangkok",32.5353431899933
"18",1973,"Samut Prakan",32.5353431899933
"19",1973,"Nonthaburi",32.5353431899933
"20",1973,"Rest of Thailand",32.5353431899933
"21",1974,"Thailand",26.4279197776246
"22",1974,"Bangkok",26.4279197776246
"23",1974,"Samut Prakan",26.4279197776246
"24",1974,"Nonthaburi",26.4279197776246
"25",1974,"Rest of Thailand",26.4279197776246
"26",1975,"Thailand",8.60940946778172
"27",1975,"Bangkok",8.60940946778173
"28",1975,"Samut Prakan",8.60940946778172
"29",1975,"Nonthaburi",8.60940946778171
"30",1975,"Rest of Thailand",8.60940946778172
"31",1976,"Thailand",14.1268480616421
"32",1976,"Bangkok",14.1268480616421
"33",1976,"Samut Prakan",14.1268480616421
"34",1976,"Nonthaburi",14.1268480616421
"35",1976,"Rest of Thailand",14.1268480616421
"36",1977,"Thailand",16.4502166030359
"37",1977,"Bangkok",16.4502166030359
"38",1977,"Samut Prakan",16.4502166030359
"39",1977,"Nonthaburi",16.4502166030359
"40",1977,"Rest of Thailand",16.4502166030359
"41",1978,"Thailand",21.3720999522351
"42",1978,"Bangkok",21.3720999522351
"43",1978,"Samut Prakan",21.3720999522351
"44",1978,"Nonthaburi",21.3720999522351
"45",1978,"Rest of Thailand",21.3720999522351
"46",1979,"Thailand",14.0175330338686
"47",1979,"Bangkok",14.0175330338686
"48",1979,"Samut Prakan",14.0175330338686
"49",1979,"Nonthaburi",14.0175330338686
"50",1979,"Rest of Thailand",14.0175330338686
"51",1980,"Thailand",18.2003376147521
"52",1980,"Bangkok",18.2003376147521
"53",1980,"Samut Prakan",18.2003376147521
"54",1980,"Nonthaburi",18.2003376147521
"55",1980,"Rest of Thailand",18.2003376147521
"56",1981,"Thailand",7.70448854584973
"57",1981,"Bangkok",7.70448854584974
"58",1981,"Samut Prakan",7.70448854584975
"59",1981,"Nonthaburi",7.70448854584974
"60",1981,"Rest of Thailand",7.70448854584971
"61",1982,"Thailand",5.00397347647975
"62",1982,"Bangkok",5.00397347647975
"63",1982,"Samut Prakan",5.00397347647973
"64",1982,"Nonthaburi",5.00397347647974
"65",1982,"Rest of Thailand",5.00397347647977
"66",1983,"Thailand",9.43713436323179
"67",1983,"Bangkok",9.4371343632318
"68",1983,"Samut Prakan",9.4371343632318
"69",1983,"Nonthaburi",9.43713436323181
"70",1983,"Rest of Thailand",9.43713436323178
"71",1984,"Thailand",4.38222494163467
"72",1984,"Bangkok",4.38222494163467
"73",1984,"Samut Prakan",4.38222494163467
"74",1984,"Nonthaburi",4.38222494163466
"75",1984,"Rest of Thailand",4.38222494163467
"76",1985,"Thailand",-6.9307824820544
"77",1985,"Bangkok",-6.9307824820544
"78",1985,"Samut Prakan",-6.9307824820544
"79",1985,"Nonthaburi",-6.9307824820544
"80",1985,"Rest of Thailand",-6.93078248205439
"81",1986,"Thailand",10.7865776094666
"82",1986,"Bangkok",10.7865776094666
"83",1986,"Samut Prakan",10.7865776094666
"84",1986,"Nonthaburi",10.7865776094666
"85",1986,"Rest of Thailand",10.7865776094666
"86",1987,"Thailand",17.2604505986189
"87",1987,"Bangkok",17.2604505986189
"88",1987,"Samut Prakan",17.2604505986188
"89",1987,"Nonthaburi",17.2604505986189
"90",1987,"Rest of Thailand",17.2604505986189
"91",1988,"Thailand",22.027633332648
"92",1988,"Bangkok",22.027633332648
"93",1988,"Samut Prakan",22.027633332648
"94",1988,"Nonthaburi",22.027633332648
"95",1988,"Rest of Thailand",22.027633332648
"96",1989,"Thailand",17.1625720047582
"97",1989,"Bangkok",17.1625720047582
"98",1989,"Samut Prakan",17.1625720047582
"99",1989,"Nonthaburi",17.1625720047582
"100",1989,"Rest of Thailand",17.1625720047582
"101",1990,"Thailand",18.1204533776194
"102",1990,"Bangkok",18.1204533776194
"103",1990,"Samut Prakan",18.1204533776194
"104",1990,"Nonthaburi",18.1204533776194
"105",1990,"Rest of Thailand",18.1204533776194
"106",1991,"Thailand",15.1056584529657
"107",1991,"Bangkok",15.1056584529657
"108",1991,"Samut Prakan",15.1056584529657
"109",1991,"Nonthaburi",15.1056584529657
"110",1991,"Rest of Thailand",15.1056584529657
"111",1992,"Thailand",13.455840811486
"112",1992,"Bangkok",13.455840811486
"113",1992,"Samut Prakan",13.455840811486
"114",1992,"Nonthaburi",13.455840811486
"115",1992,"Rest of Thailand",13.455840811486
"116",1993,"Thailand",15.6442626039676
"117",1993,"Bangkok",15.6442626039676
"118",1993,"Samut Prakan",15.6442626039676
"119",1993,"Nonthaburi",15.6442626039676
"120",1993,"Rest of Thailand",15.6442626039676
"121",1994,"Thailand",13.8056777537261
"122",1994,"Bangkok",13.8056777537261
"123",1994,"Samut Prakan",13.8056777537261
"124",1994,"Nonthaburi",13.8056777537261
"125",1994,"Rest of Thailand",13.8056777537261
"126",1995,"Thailand",15.4046481187322
"127",1995,"Bangkok",15.4046481187322
"128",1995,"Samut Prakan",15.4046481187322
"129",1995,"Nonthaburi",15.4046481187322
"130",1995,"Rest of Thailand",15.4046481187322
"131",1996,"Thailand",8.12622947914392
"132",1996,"Bangkok",8.12622947914391
"133",1996,"Samut Prakan",8.12622947914392
"134",1996,"Nonthaburi",8.1262294791439
"135",1996,"Rest of Thailand",8.12622947914391
"136",1997,"Thailand",-17.9495724861365
"137",1997,"Bangkok",-17.9495724861365
"138",1997,"Samut Prakan",-17.9495724861365
"139",1997,"Nonthaburi",-17.9495724861365
"140",1997,"Rest of Thailand",-17.9495724861365
"141",1998,"Thailand",-24.3073358147835
"142",1998,"Bangkok",-24.3073358147835
"143",1998,"Samut Prakan",-24.3073358147835
"144",1998,"Nonthaburi",-24.3073358147835
"145",1998,"Rest of Thailand",-24.3073358147835
"146",1999,"Thailand",11.4298532671804
"147",1999,"Bangkok",11.4298532671804
"148",1999,"Samut Prakan",11.4298532671804
"149",1999,"Nonthaburi",11.4298532671804
"150",1999,"Rest of Thailand",11.4298532671804
"151",2000,"Thailand",-0.21868018220717
"152",2000,"Bangkok",-0.218680182207155
"153",2000,"Samut Prakan",-0.218680182207165
"154",2000,"Nonthaburi",-0.218680182207171
"155",2000,"Rest of Thailand",-0.218680182207159
"156",2001,"Thailand",-4.82309006899172
"157",2001,"Bangkok",-4.82309006899173
"158",2001,"Samut Prakan",-4.82309006899172
"159",2001,"Nonthaburi",-4.82309006899171
"160",2001,"Rest of Thailand",-4.82309006899175
"161",2002,"Thailand",11.6421161135865
"162",2002,"Bangkok",11.6421161135865
"163",2002,"Samut Prakan",11.6421161135865
"164",2002,"Nonthaburi",11.6421161135865
"165",2002,"Rest of Thailand",11.6421161135865
"166",2003,"Thailand",13.3878377674031
"167",2003,"Bangkok",13.3878377674031
"168",2003,"Samut Prakan",13.3878377674031
"169",2003,"Nonthaburi",13.3878377674031
"170",2003,"Rest of Thailand",13.3878377674031
"171",2004,"Thailand",13.5374734865151
"172",2004,"Bangkok",13.5374734865151
"173",2004,"Samut Prakan",13.5374734865151
"174",2004,"Nonthaburi",13.5374734865151
"175",2004,"Rest of Thailand",13.537473486515
"176",2005,"Thailand",9.49877382935407
"177",2005,"Bangkok",9.49877382935407
"178",2005,"Samut Prakan",9.49877382935407
"179",2005,"Nonthaburi",9.49877382935406
"180",2005,"Rest of Thailand",9.49877382935408
"181",2006,"Thailand",17.1345718073727
"182",2006,"Bangkok",17.1345718073727
"183",2006,"Samut Prakan",17.1345718073727
"184",2006,"Nonthaburi",17.1345718073727
"185",2006,"Rest of Thailand",17.1345718073728
"186",2007,"Thailand",18.5715960641781
"187",2007,"Bangkok",18.5715960641781
"188",2007,"Samut Prakan",18.5715960641781
"189",2007,"Nonthaburi",18.5715960641781
"190",2007,"Rest of Thailand",18.571596064178
"191",2008,"Thailand",10.8164538187129
